Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
150.69,210.275,777,319,198135,255.0,0.0,255.0,255.0,255.0,632.878,174.073,23.445730772441642,3.091,0.377,3.148,632.878,174.073,26.265,628,170,19,11,10,14
120.435,181.965,621,276,158355,255.0,0.0,255.0,255.0,255.0,690.176,175.652,23.173037062779038,2.837,0.328,2.845,690.177,175.652,25.135,686,171,19,9,10,15
112.096,183.494,578,259,147390,255.0,0.0,255.0,255.0,255.0,808.28,182.417,22.947382348616046,2.782,0.344,2.764,808.282,182.417,23.913,803,177,19,11,11,12
147.005,217.246,758,329,193290,255.0,0.0,255.0,255.0,255.0,860.825,180.86,23.52531834537851,3.161,0.662,3.08,860.824,180.86,24.588,855,176,19,15,9,12
120.823,193.459,623,286,158865,255.0,0.0,255.0,255.0,255.0,839.308,180.329,23.900168852250662,2.876,0.445,2.873,839.309,180.329,24.854,835,176,19,11,10,13
225.55,279.919,1163,426,296565,255.0,0.0,255.0,255.0,255.0,85.832,181.96,22.916761599727423,3.572,0.406,3.564,85.833,181.96,27.021,81,176,19,12,14,16
69.624,128.612,359,182,91545,255.0,0.0,255.0,255.0,255.0,705.1,189.284,22.65499298391053,2.342,0.297,2.357,705.101,189.284,24.671,701,186,19,9,8,11
165.623,229.702,854,354,217770,255.0,0.0,255.0,255.0,255.0,1005.932,189.237,22.626987222883585,3.185,0.394,3.199,1005.929,189.237,25.828,1002,183,19,9,13,15
139.053,200.933,717,313,182835,255.0,0.0,255.0,255.0,255.0,734.357,198.548,22.545028726250738,3.028,0.534,2.983,734.358,198.548,24.36,729,195,19,13,8,12
189.865,254.264,979,383,249645,255.0,0.0,255.0,255.0,255.0,402.408,198.127,21.541847343173995,3.371,0.427,3.329,402.408,198.127,25.863,398,192,19,10,13,15
260.458,316.762,1343,467,342465,255.0,0.0,255.0,255.0,255.0,100.447,202.888,22.49929935420237,3.779,0.454,3.704,100.448,202.887,26.452,94,197,19,16,13,16
186.568,253.04,962,393,245310,255.0,0.0,255.0,255.0,255.0,859.604,218.373,24.091791473845042,3.419,0.619,3.354,859.6,218.373,25.393,854,211,19,12,13,16
312.628,366.87,1612,555,411060,255.0,0.0,255.0,255.0,255.0,195.058,223.71,23.3974972060492,4.067,0.622,4.075,195.059,223.71,26.919,189,214,19,14,19,16
193.55,266.403,998,390,254490,255.0,0.0,255.0,255.0,255.0,51.724,222.611,22.979797993585372,3.421,0.49,3.448,51.724,222.611,26.913,46,217,19,12,13,15
180.362,244.638,930,370,237150,255.0,0.0,255.0,255.0,255.0,872.241,230.6,24.401665056607676,3.313,0.468,3.283,872.241,230.6,25.79,867,225,19,11,12,15
248.046,317.582,1279,466,326145,255.0,0.0,255.0,255.0,255.0,840.899,239.103,24.982561411073107,3.692,0.409,3.702,840.899,239.103,26.472,835,234,19,14,12,17
172.217,244.135,888,367,226440,255.0,0.0,255.0,255.0,255.0,703.881,241.416,22.579085397574016,3.293,0.598,3.284,703.881,241.416,25.435,699,234,19,10,15,14
247.658,310.272,1277,463,325635,255.0,0.0,255.0,255.0,255.0,72.67,244.471,22.559299531227836,3.667,0.431,3.649,72.67,244.471,26.302,67,239,19,13,12,18
243.586,301.826,1256,475,320280,255.0,0.0,255.0,255.0,255.0,182.607,259.186,22.826476460061023,3.734,0.64,3.687,182.608,259.186,26.125,176,253,19,16,12,14
274.81,331.556,1417,504,361335,255.0,0.0,255.0,255.0,255.0,205.619,259.314,23.79827067119944,3.906,0.632,3.769,205.62,259.314,27.037,199,251,19,13,16,17
283.343,341.368,1461,533,372555,255.0,0.0,255.0,255.0,255.0,929.571,265.081,25.30130407855911,3.922,0.646,3.853,929.575,265.08,27.021,924,257,19,15,15,16
198.786,284.77,1025,456,261375,255.0,0.0,255.0,255.0,255.0,376.15,269.008,23.874591182002987,3.506,0.819,3.513,376.151,269.008,27.293,372,262,19,10,16,16
212.75,291.14,1097,474,279735,255.0,0.0,255.0,255.0,255.0,844.067,282.603,23.67069176678042,3.675,0.918,3.636,844.06,282.602,25.437,840,275,19,9,17,15
257.937,315.506,1330,489,339150,255.0,0.0,255.0,255.0,255.0,741.138,286.908,23.0299824744636,3.826,0.662,3.823,741.141,286.908,25.919,734,281,19,14,14,16
281.016,354.086,1449,513,369495,255.0,0.0,255.0,255.0,255.0,1009.946,284.93,22.43224011741236,3.983,0.768,4.015,1009.944,284.93,25.87,1004,277,19,14,17,15
214.495,290.506,1106,431,282030,255.0,0.0,255.0,255.0,255.0,103.47,289.478,22.93886540979632,3.555,0.575,3.48,103.471,289.479,26.199,97,284,19,15,12,15
403.39,532.316,2080,806,530400,255.0,0.0,255.0,255.0,255.0,784.485,284.062,24.014807493899937,4.996,1.724,5.345,784.482,284.062,26.392,775,272,19,21,24,17
248.628,311.846,1282,475,326910,255.0,0.0,255.0,255.0,255.0,900.02,295.891,25.505454139026348,3.716,0.462,3.714,900.025,295.891,27.03,894,291,19,13,12,21
276.167,322.706,1424,505,363120,255.0,0.0,255.0,255.0,255.0,173.09,296.707,24.111382640808248,3.817,0.37,3.795,173.091,296.707,27.009,167,291,19,13,14,17
274.228,331.382,1414,490,360570,255.0,0.0,255.0,255.0,255.0,141.406,296.638,23.000802352035254,3.877,0.54,3.839,141.407,296.638,26.037,135,289,19,15,14,16
302.543,352.885,1560,561,397800,255.0,0.0,255.0,255.0,255.0,193.858,296.353,24.928236791912845,4.023,0.766,4.004,193.859,296.353,27.749,189,288,19,11,17,18
234.083,325.678,1207,476,307785,255.0,0.0,255.0,255.0,255.0,623.22,300.418,24.26222471689185,3.667,0.652,3.689,623.22,300.417,28.039,617,293,19,13,14,19
268.798,319.155,1386,495,353430,255.0,0.0,255.0,255.0,255.0,372.271,308.59,25.830909590429133,3.806,0.484,3.73,372.271,308.591,28.543,367,302,19,11,14,19
218.374,271.877,1126,450,287130,255.0,0.0,255.0,255.0,255.0,547.091,322.56,23.10270253638524,3.523,0.537,3.596,547.094,322.559,26.617,543,317,19,10,13,17
247.465,315.374,1276,465,325380,255.0,0.0,255.0,255.0,255.0,429.314,336.1,24.323488302352917,3.733,0.54,3.672,429.315,336.1,26.842,423,329,19,13,16,16
209.841,276.171,1082,403,275910,255.0,0.0,255.0,255.0,255.0,571.723,334.584,23.183861654157425,3.507,0.469,3.456,571.721,334.584,26.676,566,328,19,12,14,16
411.342,545.242,2121,809,540855,255.0,0.0,255.0,255.0,255.0,477.13,328.747,23.52074980444105,6.013,2.345,6.219,477.125,328.748,26.516,471,313,19,15,32,16
46.157,99.691,238,134,60690,255.0,0.0,255.0,255.0,255.0,210.206,341.328,20.78316720363782,2.009,0.294,2.0,210.206,341.328,22.84,207,338,19,7,8,9
126.835,195.809,654,286,166770,255.0,0.0,255.0,255.0,255.0,14.922,341.939,22.030069885514465,2.909,0.435,2.953,14.922,341.939,24.907,10,336,19,10,12,13
214.689,287.523,1107,406,282285,255.0,0.0,255.0,255.0,255.0,39.04,341.943,22.685742886140563,3.565,0.522,3.488,39.04,341.944,25.591,32,335,19,15,13,14
235.44,304.962,1214,452,309570,255.0,0.0,255.0,255.0,255.0,353.606,349.888,24.480697088316823,3.66,0.533,3.628,353.607,349.888,26.292,348,343,19,12,16,16
230.592,290.812,1189,437,303195,255.0,0.0,255.0,255.0,255.0,504.074,348.053,24.103772659056,3.615,0.453,3.599,504.075,348.052,26.981,497,343,19,15,12,16
250.568,317.571,1292,482,329460,255.0,0.0,255.0,255.0,255.0,563.139,351.3,24.336727547424605,3.726,0.576,3.749,563.142,351.3,27.594,558,345,19,12,15,17
64.387,125.345,332,175,84660,255.0,0.0,255.0,255.0,255.0,72.148,356.524,21.295974596258098,2.259,0.277,2.234,72.148,356.524,24.012,69,353,19,9,8,11
101.817,159.883,525,248,133875,255.0,0.0,255.0,255.0,255.0,151.202,362.189,22.487361751740615,2.664,0.382,2.704,151.202,362.189,24.59,148,357,19,8,11,12
275.198,340.549,1419,500,361845,255.0,0.0,255.0,255.0,255.0,500.913,373.566,23.984660343005956,3.869,0.525,3.82,500.915,373.567,26.416,494,367,19,16,13,16
169.114,243.392,872,353,222360,255.0,0.0,255.0,255.0,255.0,979.08,374.343,24.32120738034987,3.255,0.484,3.286,979.084,374.343,25.68,975,368,19,10,13,16
203.053,271.505,1047,406,266985,255.0,0.0,255.0,255.0,255.0,522.477,381.521,23.19410337282931,3.533,0.667,3.44,522.476,381.522,25.703,518,374,19,10,16,14
204.798,265.474,1056,395,269280,255.0,0.0,255.0,255.0,255.0,857.591,397.646,23.5094346689998,3.458,0.407,3.478,857.588,397.646,25.264,852,391,19,11,14,14
64.387,120.538,332,170,84660,255.0,0.0,255.0,255.0,255.0,106.298,397.322,21.83174119657186,2.256,0.272,2.271,106.298,397.322,23.931,103,394,19,7,8,11
58.763,113.206,303,165,77265,255.0,0.0,255.0,255.0,255.0,231.29,405.482,22.48722901376887,2.217,0.334,2.195,231.29,405.482,23.366,228,402,19,7,9,9
82.811,139.823,427,212,108885,255.0,0.0,255.0,255.0,255.0,80.48,410.159,22.26458765655933,2.499,0.358,2.508,80.48,410.16,24.567,77,406,19,8,9,12
64.387,123.816,332,174,84660,255.0,0.0,255.0,255.0,255.0,172.795,412.849,23.58698317358626,2.272,0.365,2.279,172.795,412.849,24.822,169,410,19,8,8,12
216.241,294.298,1115,442,284325,255.0,0.0,255.0,255.0,255.0,513.379,416.719,25.087390805568017,3.587,0.702,3.639,513.381,416.72,26.968,505,413,19,17,10,19
63.612,116.495,328,174,83640,255.0,0.0,255.0,255.0,255.0,804.622,419.878,21.64009662564036,2.238,0.27,2.222,804.623,419.878,24.101,802,416,19,7,8,11
24.436,82.886,126,98,32130,255.0,0.0,255.0,255.0,255.0,374.968,420.405,21.3481372389361,1.841,0.682,1.674,374.968,420.405,21.905,372,417,19,6,10,8
95.223,164.385,491,233,125205,255.0,0.0,255.0,255.0,255.0,275.965,425.314,23.757304470327377,2.627,0.353,2.618,275.966,425.314,24.124,272,420,19,9,10,11
159.029,230.936,820,351,209100,255.0,0.0,255.0,255.0,255.0,906.598,429.116,24.71073261903925,3.184,0.473,3.138,906.595,429.116,25.65,901,425,19,12,10,16
48.678,109.022,251,146,64005,255.0,0.0,255.0,255.0,255.0,467.219,435.542,22.45390894373511,2.059,0.329,2.064,467.22,435.542,23.534,464,433,19,8,7,10
84.751,139.506,437,214,111435,255.0,0.0,255.0,255.0,255.0,490.648,440.693,23.411515396410888,2.5,0.316,2.496,490.648,440.693,24.684,487,437,19,8,9,11
68.654,122.712,354,183,90270,255.0,0.0,255.0,255.0,255.0,893.859,450.059,22.72678573038845,2.295,0.276,2.292,893.858,450.059,23.729,890,447,19,8,8,11
110.545,170.318,570,256,145350,255.0,0.0,255.0,255.0,255.0,9.16,453.072,21.80064091491865,2.753,0.356,2.765,9.16,453.071,25.411,5,449,19,10,9,14
88.823,153.95,458,222,116790,255.0,0.0,255.0,255.0,255.0,404.723,458.456,22.983299337707855,2.615,0.461,2.559,404.724,458.456,23.153,400,454,19,10,10,10
83.393,139.2,430,202,109650,255.0,0.0,255.0,255.0,255.0,996.191,459.191,24.000301153115075,2.48,0.263,2.511,996.191,459.191,24.284,992,455,19,9,9,11
71.563,127.673,369,192,94095,255.0,0.0,255.0,255.0,255.0,374.309,461.596,22.908037661541325,2.357,0.339,2.334,374.31,461.596,22.848,371,457,19,8,10,10
56.242,111.207,290,156,73950,255.0,0.0,255.0,255.0,255.0,783.669,460.566,21.54412117234518,2.148,0.289,2.175,783.67,460.566,24.148,781,457,19,7,8,11
25.212,63.306,130,86,33150,255.0,0.0,255.0,255.0,255.0,922.408,463.231,22.080143178444295,1.583,0.265,1.622,922.408,463.231,22.569,920,461,19,5,6,8
91.345,148.389,471,224,120105,255.0,0.0,255.0,255.0,255.0,818.989,472.002,22.374699431248956,2.569,0.372,2.587,818.991,472.002,24.503,815,469,19,9,8,12
65.745,118.833,339,177,86445,255.0,0.0,255.0,255.0,255.0,619.743,471.947,22.185668519831765,2.276,0.31,2.279,619.744,471.947,24.646,617,468,19,7,8,11
37.818,84.918,195,115,49725,255.0,0.0,255.0,255.0,255.0,913.744,474.128,22.291462430561676,1.856,0.245,1.863,913.744,474.128,22.826,911,471,19,6,7,9
65.357,118.822,337,176,85935,255.0,0.0,255.0,255.0,255.0,124.875,477.84,22.363956069781068,2.281,0.321,2.263,124.875,477.84,23.644,121,475,19,8,8,10
90.181,149.929,465,229,118575,255.0,0.0,255.0,255.0,255.0,103.774,481.439,23.096436957601597,2.536,0.306,2.537,103.774,481.439,24.731,100,477,19,8,10,12
106.472,161.293,549,257,139995,255.0,0.0,255.0,255.0,255.0,522.211,487.495,23.763164798106697,2.7,0.314,2.709,522.212,487.496,24.889,518,484,19,10,8,12
81.066,140.915,418,201,106590,255.0,0.0,255.0,255.0,255.0,613.646,487.151,22.40021356911414,2.477,0.333,2.459,613.647,487.151,24.679,610,483,19,8,9,12
66.521,118.986,343,180,87465,255.0,0.0,255.0,255.0,255.0,780.714,488.297,21.47944176386412,2.268,0.277,2.275,780.715,488.297,24.015,777,485,19,8,7,11
65.357,127.542,337,184,85935,255.0,0.0,255.0,255.0,255.0,566.169,495.415,23.04199421978946,2.276,0.36,2.275,566.169,495.416,24.682,563,492,19,8,7,12
54.884,110.278,283,156,72165,255.0,0.0,255.0,255.0,255.0,833.184,495.572,22.703444237935177,2.133,0.323,2.17,833.184,495.573,24.523,830,492,19,7,8,11
207.513,263.617,1070,415,272850,255.0,0.0,255.0,255.0,255.0,678.428,495.711,24.21248151915499,3.445,0.405,3.421,678.431,495.711,26.951,674,491,19,10,13,17
132.072,188.029,681,296,173655,255.0,0.0,255.0,255.0,255.0,541.988,503.515,23.799638822583333,2.933,0.333,2.923,541.989,503.515,25.051,538,499,19,9,10,13
111.514,172.809,575,258,146625,255.0,0.0,255.0,255.0,255.0,22.059,512.355,21.524821122430335,2.772,0.373,2.743,22.059,512.355,25.311,17,509,19,11,8,13
83.005,141.21,428,207,109140,255.0,0.0,255.0,255.0,255.0,140.357,524.266,23.053946100099036,2.498,0.344,2.506,140.357,524.266,23.909,136,521,19,10,8,11
44.8,103.569,231,141,58905,255.0,0.0,255.0,255.0,255.0,586.874,544.931,21.78184853484172,1.987,0.328,1.982,586.875,544.931,23.351,584,542,19,7,7,10
114.035,172.492,588,265,149940,255.0,0.0,255.0,255.0,255.0,798.4,549.369,23.969014691013378,2.779,0.35,2.78,798.399,549.369,26.02,795,544,19,8,11,14
131.878,197.535,680,298,173400,255.0,0.0,255.0,255.0,255.0,855.338,561.563,24.64120822958791,2.963,0.444,3.004,855.339,561.564,25.693,851,557,19,10,11,14
86.108,140.282,444,217,113220,255.0,0.0,255.0,255.0,255.0,102.971,572.662,22.485982227580198,2.492,0.254,2.528,102.971,572.662,24.041,99,569,19,8,8,11
101.623,159.577,524,237,133620,255.0,0.0,255.0,255.0,255.0,442.563,588.284,24.68586471567248,2.669,0.299,2.703,442.564,588.284,24.366,438,584,19,10,9,12
98.132,158.168,506,233,129030,255.0,0.0,255.0,255.0,255.0,646.498,591.142,22.441453703030554,2.624,0.269,2.638,646.498,591.142,24.387,642,587,19,9,10,11
153.405,218.524,791,332,201705,255.0,0.0,255.0,255.0,255.0,844.914,604.41,25.134579253603555,3.124,0.489,3.18,844.912,604.409,26.027,841,599,19,10,12,15
81.066,140.587,418,198,106590,255.0,0.0,255.0,255.0,255.0,964.785,620.249,25.050449348167014,2.474,0.29,2.441,964.785,620.249,23.431,961,616,19,9,10,10
3.879,19.285,20,19,5100,255.0,0.0,255.0,255.0,255.0,1017.85,626.1,22.254600121693898,0.806,0.227,0.797,1017.85,626.1,20.6,1017,625,19,3,3,4
108.799,168.755,561,254,143055,255.0,0.0,255.0,255.0,255.0,749.405,653.191,24.105222208158757,2.72,0.321,2.731,749.404,653.19,25.649,746,649,19,8,10,13
93.866,152.716,484,226,123420,255.0,0.0,255.0,255.0,255.0,934.868,658.432,26.046447102677586,2.609,0.38,2.604,934.867,658.433,24.376,931,654,19,8,10,12
239.319,366.99,1234,527,314670,255.0,0.0,255.0,255.0,255.0,841.574,664.216,26.34110311849179,3.685,0.663,3.631,841.57,664.215,26.545,837,656,19,11,17,16
363.633,722.291,1875,958,478125,255.0,0.0,255.0,255.0,255.0,66.618,676.65,24.20213253052952,5.561,1.812,5.8,66.619,676.649,26.317,58,664,19,18,26,18
129.938,190.203,670,300,170850,255.0,0.0,255.0,255.0,255.0,630.872,677.269,23.727756779533486,2.903,0.411,2.96,630.871,677.27,24.724,627,672,19,9,12,12
122.957,181.812,634,292,161670,255.0,0.0,255.0,255.0,255.0,736.644,691.222,24.076823162817544,2.895,0.509,2.915,736.645,691.222,25.069,733,685,19,8,12,12
116.557,187.734,601,270,153255,255.0,0.0,255.0,255.0,255.0,612.983,696.341,25.05689300367842,2.841,0.428,2.887,612.984,696.341,25.636,609,692,19,9,10,14
104.532,165.029,539,249,137445,255.0,0.0,255.0,255.0,255.0,694.412,703.77,24.45871534900305,2.697,0.338,2.727,694.412,703.77,25.273,691,699,19,8,10,13
94.836,155.065,489,237,124695,255.0,0.0,255.0,255.0,255.0,523.534,709.09,25.01438401425031,2.589,0.272,2.59,523.535,709.09,24.74,520,705,19,8,9,12
249.598,419.917,1287,614,328185,255.0,0.0,255.0,255.0,255.0,784.751,716.089,26.619670536588174,3.801,0.883,3.815,784.753,716.09,26.701,779,708,19,12,18,17
107.829,172.798,556,265,141780,255.0,0.0,255.0,255.0,255.0,915.219,724.239,26.656492327075423,2.772,0.501,2.786,915.221,724.24,24.133,911,720,19,9,10,13
161.55,224.239,833,348,212415,255.0,0.0,255.0,255.0,255.0,729.006,732.437,25.25192156775744,3.159,0.37,3.133,729.006,732.435,25.353,724,727,19,11,12,13
94.836,174.655,489,255,124695,255.0,0.0,255.0,255.0,255.0,458.016,738.123,25.392977737406966,2.601,0.417,2.645,458.017,738.123,24.44,454,733,19,8,11,12
117.72,185.636,607,269,154785,255.0,0.0,255.0,255.0,255.0,855.29,739.313,25.677315093567152,2.869,0.429,2.871,855.291,739.314,24.031,851,734,19,10,12,10
96.387,165.947,497,253,126735,255.0,0.0,255.0,255.0,255.0,371.36,748.457,26.311348065034075,2.639,0.411,2.598,371.361,748.456,25.33,367,745,19,10,10,12
66.909,149.929,345,207,87975,255.0,0.0,255.0,255.0,255.0,501.554,754.87,25.25320315870605,2.321,0.467,2.353,501.554,754.87,24.078,498,751,19,8,8,12
98.908,166.253,510,256,130050,255.0,0.0,255.0,255.0,255.0,682.498,752.378,25.12717164035953,2.724,0.587,2.651,682.499,752.379,24.733,679,747,19,8,12,12
141.381,211.968,729,329,185895,255.0,0.0,255.0,255.0,255.0,417.733,756.756,26.087729287596513,3.017,0.498,3.0,417.734,756.758,24.856,414,751,19,8,13,13
128.581,194.705,663,286,169065,255.0,0.0,255.0,255.0,255.0,613.49,759.309,25.760367603629412,2.904,0.284,2.912,613.491,759.309,24.944,609,755,19,10,11,13
101.235,167.816,522,251,133110,255.0,0.0,255.0,255.0,255.0,742.929,766.322,25.274854863601206,2.7,0.449,2.746,742.929,766.321,24.316,739,762,19,9,10,12
70.012,127.083,361,188,92055,255.0,0.0,255.0,255.0,255.0,757.36,767.202,25.42987521394108,2.342,0.399,2.369,757.36,767.202,24.346,755,763,19,6,9,12
240.095,378.583,1238,537,315690,255.0,0.0,255.0,255.0,255.0,829.302,770.017,26.985789684313488,3.648,0.656,3.641,829.297,770.019,24.919,824,763,19,12,15,13
93.866,159.249,484,234,123420,255.0,0.0,255.0,255.0,255.0,522.312,774.636,25.83945925515015,2.603,0.386,2.651,522.312,774.637,24.227,518,770,19,9,10,11
16.485,59.876,85,77,21675,255.0,0.0,255.0,255.0,255.0,871.224,776.929,25.23502600563828,1.527,0.544,1.518,871.223,776.929,22.165,870,772,19,4,9,7
79.902,140.893,412,208,105060,255.0,0.0,255.0,255.0,255.0,487.905,775.842,25.703381675667714,2.473,0.362,2.457,487.906,775.842,24.01,484,771,19,9,11,11
248.24,309.583,1280,450,326400,255.0,0.0,255.0,255.0,255.0,790.401,777.623,27.157513925930388,3.745,0.554,3.711,790.404,777.624,25.402,784,770,19,13,17,14
114.811,213.192,592,306,150960,255.0,0.0,255.0,255.0,255.0,508.436,791.551,25.60298281598218,2.902,0.608,2.964,508.437,791.551,23.476,503,786,19,11,12,10
102.399,212.722,528,292,134640,255.0,0.0,255.0,255.0,255.0,297.439,794.29,25.65508495856153,2.874,0.801,2.815,297.44,794.288,24.356,292,790,19,15,10,12
104.145,168.263,537,248,136935,255.0,0.0,255.0,255.0,255.0,477.02,794.875,27.015197442164204,2.688,0.272,2.697,477.022,794.875,24.799,473,791,19,9,10,12
117.72,204.779,607,301,154785,255.0,0.0,255.0,255.0,255.0,424.023,800.774,25.451731862529293,2.949,0.685,2.916,424.024,800.773,23.227,419,795,19,10,13,11
58.375,113.37,301,161,76755,255.0,0.0,255.0,255.0,255.0,635.894,805.658,25.964392495377894,2.185,0.245,2.169,635.895,805.657,23.648,633,802,19,7,8,10
207.126,315.178,1068,458,272340,255.0,0.0,255.0,255.0,255.0,225.064,812.615,26.43081360538587,3.463,0.713,3.388,225.065,812.613,25.11,219,803,19,14,17,13
43.83,93.769,226,136,57630,255.0,0.0,255.0,255.0,255.0,613.234,820.332,25.50281398204549,1.987,0.338,2.018,613.235,820.332,22.535,610,817,19,7,8,9
57.793,120.035,298,169,75990,255.0,0.0,255.0,255.0,255.0,102.973,821.51,24.14171019289133,2.255,0.499,2.123,102.973,821.51,22.799,100,815,19,7,12,9
83.781,146.793,432,209,110160,255.0,0.0,255.0,255.0,255.0,185.685,839.796,25.499606064999387,2.503,0.311,2.487,185.685,839.796,23.576,182,835,19,8,11,10
31.03,162.243,160,160,40800,255.0,0.0,255.0,255.0,255.0,729.888,848.775,29.66946526837518,2.881,0.99,2.886,729.888,848.775,25.519,724,846,19,12,11,12
79.902,145.078,412,205,105060,255.0,0.0,255.0,255.0,255.0,228.335,866.333,25.87119781708406,2.499,0.428,2.465,228.335,866.333,23.039,225,861,19,8,11,9
3.297,18.815,17,16,4335,255.0,0.0,255.0,255.0,255.0,723.353,869.118,25.171622169660015,0.777,0.239,0.735,723.353,869.118,20.118,722,868,19,4,3,4
4.461,23.174,23,23,5865,255.0,0.0,255.0,255.0,255.0,140.217,874.13,24.095892440729713,0.872,0.297,0.913,140.217,874.13,21.13,139,873,19,3,4,5
3.491,18.662,18,18,4590,255.0,0.0,255.0,255.0,255.0,525.667,905.556,26.956715446165028,0.781,0.262,0.723,525.667,905.556,20.111,525,904,19,3,4,4
2.133,18.509,11,11,2805,255.0,0.0,255.0,255.0,255.0,283.818,959.0,28.863622915714643,1.282,0.527,1.294,283.818,959.0,22.273,283,956,19,4,6,6
81.066,166.406,418,225,106590,255.0,0.0,255.0,255.0,255.0,967.562,39.976,22.94796698115368,2.702,0.781,2.737,967.563,39.976,25.486,963,36,20,13,10,11
68.46,128.142,353,189,90015,255.0,0.0,255.0,255.0,255.0,989.091,44.042,24.039610036681403,2.318,0.316,2.292,989.092,44.042,24.578,985,41,20,9,7,11
103.757,173.694,535,237,136425,255.0,0.0,255.0,255.0,255.0,912.793,59.604,22.8174287738562,2.749,0.386,2.797,912.794,59.604,25.886,908,55,20,10,10,12
167.174,234.52,862,356,219810,255.0,0.0,255.0,255.0,255.0,881.71,60.679,24.557170216864108,3.205,0.462,3.234,881.712,60.679,26.943,878,55,20,9,13,15
145.841,215.694,752,311,191760,255.0,0.0,255.0,255.0,255.0,762.632,62.08,27.349353890938943,3.072,0.413,3.073,762.631,62.08,27.013,758,56,20,10,13,14
127.805,199.228,659,290,168045,255.0,0.0,255.0,255.0,255.0,241.728,66.173,24.808271449272898,2.983,0.518,2.956,241.729,66.173,27.446,237,61,20,10,12,14
164.459,236.05,848,353,216240,255.0,0.0,255.0,255.0,255.0,953.578,72.801,22.580654662560473,3.244,0.535,3.253,953.576,72.801,25.242,947,67,20,14,12,12
96.387,171.989,497,250,126735,255.0,0.0,255.0,255.0,255.0,972.455,73.602,23.34689797162876,2.664,0.532,2.692,972.455,73.602,25.423,969,68,20,8,12,11
176.483,292.964,910,398,232050,255.0,0.0,255.0,255.0,255.0,149.1,80.452,24.51112815574701,3.365,0.574,3.244,149.101,80.452,26.915,142,75,20,14,13,14
152.629,237.437,787,332,200685,255.0,0.0,255.0,255.0,255.0,251.573,82.656,24.1335416118107,3.209,0.644,3.231,251.574,82.656,27.061,246,77,20,12,14,13
142.932,235.766,737,343,187935,255.0,0.0,255.0,255.0,255.0,941.734,90.809,23.09884985606923,3.064,0.521,3.033,941.732,90.809,25.615,937,85,20,10,13,15
166.011,248.844,856,367,218280,255.0,0.0,255.0,255.0,255.0,99.561,90.099,23.94393534910394,3.242,0.509,3.223,99.561,90.099,27.303,95,84,20,11,14,17
194.713,267.769,1004,372,256020,255.0,0.0,255.0,255.0,255.0,121.98,92.879,23.651017575103033,3.429,0.467,3.388,121.981,92.88,26.633,115,86,20,14,14,14
218.762,299.946,1128,439,287640,255.0,0.0,255.0,255.0,255.0,170.96,104.83,23.17207073671371,3.729,0.878,3.537,170.961,104.83,25.928,165,98,20,14,17,12
139.441,214.591,719,320,183345,255.0,0.0,255.0,255.0,255.0,913.942,101.529,23.780236213822576,3.058,0.493,3.046,913.943,101.529,25.875,908,96,20,13,11,13
135.175,197.174,697,292,177735,255.0,0.0,255.0,255.0,255.0,654.781,110.016,23.884855342594058,2.968,0.292,2.966,654.781,110.016,25.145,649,105,20,12,11,11
204.798,273.352,1056,400,269280,255.0,0.0,255.0,255.0,255.0,105.524,127.272,22.63218869071998,3.527,0.567,3.46,105.524,127.272,26.346,100,120,20,13,14,13
226.131,315.33,1166,464,297330,255.0,0.0,255.0,255.0,255.0,180.792,134.543,22.767712683064843,3.904,1.158,3.712,180.793,134.543,25.95,175,128,20,18,15,12
74.472,137.637,384,197,97920,255.0,0.0,255.0,255.0,255.0,818.398,138.883,23.935266716095164,2.405,0.364,2.402,818.4,138.883,24.401,814,136,20,9,8,11
92.702,168.722,478,236,121890,255.0,0.0,255.0,255.0,255.0,902.236,150.722,23.784459406191225,2.602,0.402,2.612,902.236,150.722,25.287,898,145,20,11,11,11
172.023,232.968,887,357,226185,255.0,0.0,255.0,255.0,255.0,194.099,152.824,22.85436037106383,3.244,0.418,3.263,194.1,152.824,26.219,188,149,20,13,10,14
98.52,167.968,508,235,129540,255.0,0.0,255.0,255.0,255.0,336.657,150.833,21.717621103915203,2.667,0.362,2.693,336.658,150.833,25.86,332,147,20,10,9,13
178.811,258.754,922,387,235110,255.0,0.0,255.0,255.0,255.0,362.665,149.476,21.603405461564424,3.376,0.686,3.36,362.666,149.476,25.937,358,142,20,10,15,13
169.889,230.761,876,360,223380,255.0,0.0,255.0,255.0,255.0,388.235,166.503,21.464016728219097,3.246,0.508,3.186,388.236,166.503,25.888,382,162,20,14,10,13
127.611,199.053,658,289,167790,255.0,0.0,255.0,255.0,255.0,1003.514,170.315,22.76302844643849,2.943,0.422,2.935,1003.511,170.315,25.641,998,165,20,11,12,12
188.314,256.613,971,397,247605,255.0,0.0,255.0,255.0,255.0,75.18,171.704,22.65407370502693,3.417,0.673,3.357,75.18,171.704,26.868,71,165,20,10,15,15
155.732,236.803,803,323,204765,255.0,0.0,255.0,255.0,255.0,411.072,175.895,22.06261246988001,3.183,0.479,3.142,411.073,175.896,26.533,405,171,20,14,11,13
