Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
9.115,41.683,47,45,11985,255.0,0.0,255.0,255.0,255.0,572.106,606.553,4.391968424766885,1.266,0.431,1.308,572.106,606.553,5.447,570,605,2,5,5,8
93.09,159.894,480,229,122400,255.0,0.0,255.0,255.0,255.0,454.896,270.962,5.540142806943426,2.588,0.323,2.593,454.896,270.963,9.308,450,268,3,10,8,13
131.102,268.118,676,376,172380,255.0,0.0,255.0,255.0,255.0,958.516,171.82,6.076263637624756,3.294,1.059,3.214,958.515,171.82,8.417,951,168,4,18,11,11
10.279,33.751,53,41,13515,255.0,0.0,255.0,255.0,255.0,327.698,898.434,11.186269576209874,1.145,0.182,1.132,327.698,898.434,6.34,326,897,4,4,4,6
294.591,399.868,1519,605,387345,255.0,0.0,255.0,255.0,255.0,349.521,970.759,23.63348217389443,4.029,0.847,3.995,349.522,970.768,15.834,345,963,4,10,19,23
242.228,325.547,1249,478,318495,255.0,0.0,255.0,255.0,255.0,845.716,1000.359,22.640894416347983,3.734,0.636,3.714,845.712,1000.364,13.193,840,994,4,12,14,21
246.107,310.447,1269,455,323595,255.0,0.0,255.0,255.0,255.0,237.258,1013.416,19.783857492463767,3.675,0.43,3.671,237.259,1013.41,13.011,231,1008,4,13,14,18
267.246,410.325,1378,668,351390,255.0,0.0,255.0,255.0,255.0,647.568,166.34,16.639974231214854,4.479,1.571,4.749,647.57,166.34,19.092,639,163,5,17,10,27
132.072,212.132,681,352,173655,255.0,0.0,255.0,255.0,255.0,480.01,207.191,5.676116375282178,3.177,0.963,3.078,480.011,207.191,10.06,472,205,5,17,6,12
13.964,47.267,72,55,18360,255.0,0.0,255.0,255.0,255.0,955.625,292.597,5.015818482738921,1.367,0.375,1.309,955.625,292.597,6.917,953,291,5,7,4,5
278.301,332.365,1435,540,365925,255.0,0.0,255.0,255.0,255.0,585.093,921.213,21.732607643409338,3.847,0.527,3.781,585.093,921.207,14.194,580,913,5,11,16,18
294.397,363.92,1518,557,387090,255.0,0.0,255.0,255.0,255.0,930.362,961.988,24.392787063011333,3.984,0.675,3.977,930.366,961.995,14.286,922,956,5,17,13,21
280.628,336.408,1447,502,368985,255.0,0.0,255.0,255.0,255.0,429.368,992.746,22.634984898251545,3.898,0.552,3.93,429.368,992.749,13.631,422,987,5,14,14,17
219.731,293.172,1133,421,288915,255.0,0.0,255.0,255.0,255.0,766.63,999.552,22.72799490327774,3.581,0.563,3.542,766.629,999.555,13.937,762,993,5,11,15,18
238.156,296.898,1228,469,313140,255.0,0.0,255.0,255.0,255.0,337.58,1000.287,21.417637579015874,3.69,0.59,3.638,337.581,1000.294,13.261,332,994,5,11,15,16
234.277,332.78,1208,472,308040,255.0,0.0,255.0,255.0,255.0,406.881,1014.08,21.314774278234257,3.767,0.847,3.675,406.882,1014.076,12.54,400,1009,5,19,13,17
101.042,181.943,521,247,132855,255.0,0.0,255.0,255.0,255.0,581.347,142.081,8.152488117668081,2.771,0.538,2.68,581.348,142.081,11.367,576,137,6,13,10,14
334.349,369.559,1724,563,439620,255.0,0.0,255.0,255.0,255.0,567.592,942.347,23.770563587331143,4.104,0.497,4.093,567.592,942.348,15.421,562,935,6,13,16,20
269.767,328.77,1391,492,354705,255.0,0.0,255.0,255.0,255.0,608.627,974.959,23.044769649484678,3.818,0.499,3.823,608.628,974.959,14.047,603,968,6,12,15,17
472.044,762.609,2434,1069,620670,255.0,0.0,255.0,255.0,255.0,638.063,968.825,23.504669969693573,6.869,2.229,7.308,638.064,968.837,14.69,624,957,6,31,25,19
270.931,333.556,1397,501,356235,255.0,0.0,255.0,255.0,255.0,993.48,985.591,23.58295228071332,3.841,0.505,3.835,993.482,985.582,13.885,987,979,6,15,13,17
245.137,300.143,1264,475,322320,255.0,0.0,255.0,255.0,255.0,472.649,988.662,22.80354120952725,3.702,0.628,3.694,472.65,988.658,13.602,468,980,6,10,17,15
260.07,323.089,1341,513,341955,255.0,0.0,255.0,255.0,255.0,691.792,990.784,24.425249884421795,3.831,0.72,3.851,691.798,990.782,15.664,687,985,6,10,14,22
237.38,304.055,1224,435,312120,255.0,0.0,255.0,255.0,255.0,668.614,990.155,23.33099185287641,3.672,0.481,3.671,668.611,990.151,14.512,662,984,6,15,12,19
227.877,293.467,1175,449,299625,255.0,0.0,255.0,255.0,255.0,524.986,1003.535,22.942328020039177,3.616,0.64,3.684,524.986,1003.537,13.763,520,997,6,11,16,16
241.646,297.368,1246,451,317730,255.0,0.0,255.0,255.0,255.0,555.076,1010.457,23.020255939771886,3.643,0.412,3.669,555.075,1010.453,14.074,549,1005,6,13,12,17
180.168,262.688,929,380,236895,255.0,0.0,255.0,255.0,255.0,899.753,1011.702,23.332575926075116,3.33,0.5,3.282,899.759,1011.708,13.533,895,1006,6,11,13,18
221.671,280.367,1143,439,291465,255.0,0.0,255.0,255.0,255.0,513.235,1013.333,21.684705382695874,3.601,0.549,3.554,513.235,1013.331,12.69,508,1007,6,13,14,13
223.416,299.695,1152,410,293760,255.0,0.0,255.0,255.0,255.0,536.956,1012.629,23.078742011227256,3.605,0.497,3.545,536.956,1012.628,14.128,532,1006,6,12,16,17
530.614,790.81,2736,1153,697680,255.0,0.0,255.0,255.0,255.0,514.559,940.654,23.957128057570333,6.03,2.012,6.476,514.564,940.641,15.706,506,928,7,17,28,19
290.713,407.167,1499,598,382245,255.0,0.0,255.0,255.0,255.0,469.076,952.787,24.422212371124466,4.057,0.924,3.941,469.08,952.778,15.962,463,945,7,12,16,24
309.525,488.786,1596,705,406980,255.0,0.0,255.0,255.0,255.0,407.578,957.743,24.43065991695347,4.134,0.91,4.076,407.58,957.738,16.326,396,950,7,19,15,21
288.967,339.686,1490,510,379950,255.0,0.0,255.0,255.0,255.0,849.527,969.996,25.30274772144315,3.878,0.365,3.854,849.526,970.007,15.883,843,964,7,13,13,19
269.38,332.638,1389,502,354195,255.0,0.0,255.0,255.0,255.0,819.145,972.158,23.924487280396118,3.791,0.502,3.825,819.146,972.164,14.785,812,967,7,15,12,18
333.767,373.699,1721,599,438855,255.0,0.0,255.0,255.0,255.0,269.139,978.357,23.85262839624182,4.177,0.625,4.066,269.14,978.353,16.941,261,972,7,15,14,18
235.634,299.662,1215,442,309825,255.0,0.0,255.0,255.0,255.0,767.894,976.207,22.901819665610496,3.634,0.467,3.586,767.895,976.208,14.074,761,971,7,14,12,15
240.677,287.699,1241,477,316455,255.0,0.0,255.0,255.0,255.0,305.8,992.159,22.506505413760628,3.645,0.476,3.665,305.801,992.16,14.848,301,986,7,11,13,16
208.483,269.025,1075,408,274125,255.0,0.0,255.0,255.0,255.0,927.558,994.62,24.311763876760804,3.486,0.43,3.494,927.558,994.625,14.107,922,989,7,12,13,15
428.215,546.924,2208,834,563040,255.0,0.0,255.0,255.0,255.0,373.109,1001.527,23.371941105950693,4.839,1.533,5.243,373.108,1001.535,14.808,363,991,7,22,21,15
135.369,225.604,698,331,177990,255.0,0.0,255.0,255.0,255.0,952.47,1002.418,23.238862452015454,3.259,0.973,3.223,952.471,1002.414,13.176,945,999,7,17,8,14
252.701,310.086,1303,468,332265,255.0,0.0,255.0,255.0,255.0,715.37,1002.331,23.079500383030627,3.781,0.563,3.687,715.366,1002.338,14.472,710,995,7,11,17,17
263.173,335.009,1357,476,346035,255.0,0.0,255.0,255.0,255.0,143.135,1007.716,21.11278807438083,3.824,0.547,3.863,143.136,1007.715,15.709,136,1002,7,15,14,18
296.531,373.338,1529,551,389895,255.0,0.0,255.0,255.0,255.0,212.585,1006.623,20.532660973114275,4.052,0.805,3.981,212.586,1006.623,14.1,205,999,7,16,17,14
5.042,24.103,26,24,6630,255.0,0.0,255.0,255.0,255.0,677.0,231.154,6.145593241600872,0.896,0.242,0.846,677.0,231.154,9.192,675,230,8,5,3,4
2.327,11.975,12,12,3060,255.0,0.0,255.0,255.0,255.0,231.5,628.417,9.292909453220927,0.615,0.153,0.637,231.5,628.417,9.083,231,627,8,2,3,3
240.677,304.361,1241,457,316455,255.0,0.0,255.0,255.0,255.0,1001.823,904.653,24.137091170402446,3.688,0.561,3.684,1001.827,904.656,15.608,996,899,8,15,13,17
323.294,567.707,1667,806,425085,255.0,0.0,255.0,255.0,255.0,332.294,905.931,22.892088819271372,4.375,1.291,4.173,332.294,905.938,17.687,327,893,8,12,23,21
286.058,350.415,1475,522,376125,255.0,0.0,255.0,255.0,255.0,774.923,921.121,25.394053039160866,3.942,0.633,3.872,774.927,921.113,17.923,769,915,8,13,15,21
271.319,326.257,1399,495,356745,255.0,0.0,255.0,255.0,255.0,338.482,935.525,22.329709971422524,3.865,0.541,3.81,338.482,935.533,15.857,332,929,8,14,15,16
210.81,294.571,1087,437,277185,255.0,0.0,255.0,255.0,255.0,609.75,951.192,23.943809266968834,3.634,0.816,3.514,609.751,951.194,15.412,605,945,8,11,17,18
250.761,322.214,1293,495,329715,255.0,0.0,255.0,255.0,255.0,488.865,952.355,24.632867678669037,3.775,0.682,3.72,488.866,952.349,16.083,483,946,8,13,16,17
70.012,141.669,361,189,92055,255.0,0.0,255.0,255.0,255.0,440.515,954.9,21.90523903968993,2.367,0.397,2.319,440.516,954.901,13.582,437,951,8,9,9,11
245.719,326.137,1267,491,323085,255.0,0.0,255.0,255.0,255.0,847.485,955.998,25.124316355740405,3.772,0.752,3.772,847.484,955.992,15.972,841,949,8,14,15,17
580.844,974.142,2995,1372,763725,255.0,0.0,255.0,255.0,255.0,893.107,946.979,26.29097807671803,7.215,3.237,6.739,893.107,946.963,16.807,873,934,8,39,26,19
344.821,413.34,1778,605,453390,255.0,0.0,255.0,255.0,255.0,677.81,952.739,25.05159289282448,4.212,0.654,4.248,677.816,952.728,16.682,671,944,8,16,17,20
244.362,308.721,1260,460,321300,255.0,0.0,255.0,255.0,255.0,805.939,957.781,24.12501097862718,3.655,0.313,3.659,805.944,957.776,15.342,800,952,8,13,13,17
262.592,324.586,1354,511,345270,255.0,0.0,255.0,255.0,255.0,589.432,973.325,24.37533006604286,3.789,0.533,3.825,589.431,973.33,15.332,582,968,8,15,11,19
305.258,376.999,1574,576,401370,255.0,0.0,255.0,255.0,255.0,530.809,974.409,24.859042150528516,4.131,0.971,4.019,530.813,974.412,15.702,525,966,8,13,19,18
207.126,301.236,1068,444,272340,255.0,0.0,255.0,255.0,255.0,905.917,973.989,24.914481186336296,3.731,0.986,3.64,905.911,973.987,14.851,900,968,8,11,18,16
266.277,325.175,1373,485,350115,255.0,0.0,255.0,255.0,255.0,320.738,978.529,22.084608471848114,3.864,0.638,3.781,320.739,978.525,14.473,314,972,8,13,16,15
292.07,508.693,1506,685,384030,255.0,0.0,255.0,255.0,255.0,246.037,983.356,23.203974506012106,4.023,0.687,4.074,246.037,983.345,16.498,239,976,8,13,17,20
250.568,320.182,1292,490,329460,255.0,0.0,255.0,255.0,255.0,204.189,993.317,21.24672735409962,3.687,0.486,3.657,204.19,993.321,14.956,198,987,8,13,14,15
204.992,273.09,1057,388,269535,255.0,0.0,255.0,255.0,255.0,683.949,1012.757,23.623717226495025,3.478,0.491,3.444,683.947,1012.761,15.262,677,1007,8,15,11,15
305.452,351.497,1575,515,401625,255.0,0.0,255.0,255.0,255.0,928.711,887.248,25.71627753237773,3.97,0.428,3.965,928.713,887.239,17.684,923,881,9,13,15,19
265.889,331.131,1371,500,349605,255.0,0.0,255.0,255.0,255.0,612.808,895.129,23.98859249202359,3.776,0.441,3.755,612.812,895.128,17.636,607,889,9,13,13,20
318.446,371.973,1642,571,418710,255.0,0.0,255.0,255.0,255.0,973.819,911.465,25.659299190890405,4.05,0.484,4.062,973.823,911.469,16.624,967,905,9,14,15,20
237.186,312.599,1223,467,311865,255.0,0.0,255.0,255.0,255.0,544.668,921.061,23.59339423706362,3.763,0.833,3.689,544.668,921.059,16.047,539,914,9,13,17,15
303.9,363.625,1567,539,399585,255.0,0.0,255.0,255.0,255.0,672.683,924.415,25.407246365892416,3.954,0.434,3.964,672.685,924.406,17.943,666,919,9,15,13,20
319.997,374.18,1650,569,420750,255.0,0.0,255.0,255.0,255.0,821.148,932.258,24.82239431468825,4.037,0.452,4.02,821.141,932.266,16.595,815,925,9,13,15,18
267.246,331.556,1378,492,351390,255.0,0.0,255.0,255.0,255.0,983.362,950.006,26.11976268248191,3.814,0.437,3.803,983.356,949.998,16.303,977,944,9,14,13,18
174.738,428.789,901,509,229755,255.0,0.0,255.0,255.0,255.0,764.745,959.889,26.071151267374606,4.2,1.822,3.79,764.744,959.889,17.498,754,955,9,18,15,23
174.156,247.085,898,353,228990,255.0,0.0,255.0,255.0,255.0,439.896,968.477,24.272380556959682,3.289,0.439,3.281,439.898,968.476,15.573,434,962,9,11,14,14
333.767,463.164,1721,713,438855,255.0,0.0,255.0,255.0,255.0,175.803,977.935,24.25465644811883,4.133,0.71,4.21,175.803,977.931,18.429,171,971,9,11,16,21
331.44,405.505,1709,584,435795,255.0,0.0,255.0,255.0,255.0,557.322,985.858,24.117444144200675,4.227,0.757,4.12,557.319,985.849,14.894,550,976,9,15,21,15
313.791,374.617,1618,586,412590,255.0,0.0,255.0,255.0,255.0,885.01,983.056,25.208488882748632,4.021,0.555,3.974,885.002,983.045,15.29,879,976,9,13,16,16
289.355,353.038,1492,543,380460,255.0,0.0,255.0,255.0,255.0,125.675,982.855,22.78666675926824,3.912,0.596,3.856,125.676,982.846,17.394,120,974,9,13,17,17
233.307,316.205,1203,495,306765,255.0,0.0,255.0,255.0,255.0,734.479,992.524,24.864720767910512,3.754,0.895,3.72,734.476,992.526,16.116,730,985,9,11,17,19
455.754,766.881,2350,1065,599250,255.0,0.0,255.0,255.0,255.0,77.873,985.921,22.089537545406934,5.475,1.758,5.666,77.874,985.917,17.234,70,974,9,18,26,18
237.574,355.638,1225,555,312375,255.0,0.0,255.0,255.0,255.0,928.96,1013.025,25.643375412797553,3.784,0.832,3.884,928.962,1013.021,15.753,922,1007,9,16,13,14
275.586,344.985,1421,526,362355,255.0,0.0,255.0,255.0,255.0,854.502,853.809,24.902902523906775,3.818,0.504,3.862,854.501,853.806,19.289,849,848,10,15,13,19
275.392,354.611,1420,528,362100,255.0,0.0,255.0,255.0,255.0,1005.552,867.365,24.80441349199714,3.903,0.65,3.881,1005.559,867.371,17.496,999,860,10,13,16,20
395.439,430.2,2039,652,519945,255.0,0.0,255.0,255.0,255.0,960.734,869.012,27.498553737333506,4.395,0.625,4.369,960.736,869.021,19.852,955,861,10,14,17,20
269.573,354.261,1390,530,354450,255.0,0.0,255.0,255.0,255.0,1016.045,892.297,24.945596203812993,3.758,0.547,3.753,1016.037,892.293,17.112,1011,885,10,12,15,18
253.864,328.639,1309,491,333795,255.0,0.0,255.0,255.0,255.0,859.144,891.367,25.36342098411806,3.819,0.685,3.791,859.139,891.362,18.163,854,884,10,12,16,18
251.537,311.223,1297,495,330735,255.0,0.0,255.0,255.0,255.0,626.294,894.862,25.296897165484644,3.708,0.582,3.771,626.297,894.86,18.985,622,888,10,10,15,19
234.859,338.473,1211,509,308805,255.0,0.0,255.0,255.0,255.0,477.09,899.625,24.734230401718683,3.635,0.528,3.611,477.09,899.631,18.354,472,894,10,12,13,19
369.451,396.131,1905,631,485775,255.0,0.0,255.0,255.0,255.0,754.292,903.683,26.22469530173569,4.223,0.438,4.259,754.29,903.696,19.546,748,896,10,13,16,19
217.986,278.072,1124,431,286620,255.0,0.0,255.0,255.0,255.0,898.54,906.503,25.93468768815871,3.54,0.48,3.556,898.545,906.5,17.603,894,900,10,11,14,16
237.962,301.247,1227,453,312885,255.0,0.0,255.0,255.0,255.0,841.749,920.381,25.181417736017323,3.644,0.478,3.637,841.745,920.377,17.125,837,913,10,11,16,16
337.84,459.383,1742,669,444210,255.0,0.0,255.0,255.0,255.0,432.04,925.114,24.80753440226825,4.113,0.531,4.141,432.041,925.107,17.669,425,918,10,14,15,18
115.199,174.797,594,268,151470,255.0,0.0,255.0,255.0,255.0,618.702,926.205,23.19259902818671,2.787,0.308,2.793,618.703,926.204,15.524,614,922,10,10,10,12
309.137,363.145,1594,574,406470,255.0,0.0,255.0,255.0,255.0,265.589,938.587,24.165795591443292,4.071,0.817,4.052,265.59,938.594,18.471,261,930,10,11,18,17
280.046,351.169,1444,518,368220,255.0,0.0,255.0,255.0,255.0,804.164,939.392,25.696487169410762,3.951,0.694,3.908,804.169,939.397,17.403,797,932,10,15,15,17
389.621,484.087,2009,776,512295,255.0,0.0,255.0,255.0,255.0,109.05,945.525,24.62459460791954,4.319,0.962,4.225,109.051,945.519,19.695,104,935,10,12,21,19
306.616,346.526,1581,518,403155,255.0,0.0,255.0,255.0,255.0,35.096,964.695,23.022591704621806,3.969,0.408,3.998,35.096,964.704,18.605,30,958,10,12,15,18
221.283,314.588,1141,431,290955,255.0,0.0,255.0,255.0,255.0,299.647,969.551,23.978081190404964,3.892,1.049,3.731,299.648,969.552,16.874,291,961,10,18,16,14
267.828,307.464,1381,495,352155,255.0,0.0,255.0,255.0,255.0,728.013,972.012,26.429125579253856,3.772,0.361,3.732,728.013,972.017,17.749,721,966,10,14,13,16
94.448,168.722,487,233,124185,255.0,0.0,255.0,255.0,255.0,964.123,980.39,25.909233248506602,2.633,0.419,2.696,964.123,980.391,15.702,960,976,10,9,10,13
248.628,307.715,1282,473,326910,255.0,0.0,255.0,255.0,255.0,415.388,986.43,24.431258014299463,3.761,0.604,3.723,415.39,986.423,15.593,408,980,10,15,14,12
65.551,138.839,338,196,86190,255.0,0.0,255.0,255.0,255.0,1010.177,995.568,22.560892706367305,2.356,0.503,2.397,1010.178,995.568,13.609,1006,991,10,10,10,10
267.246,342.745,1378,499,351390,255.0,0.0,255.0,255.0,255.0,103.679,995.464,22.96583861628155,3.916,0.726,3.869,103.68,995.472,17.914,97,988,10,15,15,16
292.846,598.288,1510,836,385050,255.0,0.0,255.0,255.0,255.0,806.986,1002.076,25.85253653656464,5.134,1.956,5.243,806.99,1002.083,16.81,796,991,10,25,19,15
11.248,38.111,58,49,14790,255.0,0.0,255.0,255.0,255.0,703.0,1007.466,21.410058368311063,1.214,0.321,1.196,703.0,1007.466,12.914,702,1006,10,3,4,7
294.979,372.061,1521,560,387855,255.0,0.0,255.0,255.0,255.0,433.465,546.975,24.044665412174037,4.06,0.783,3.97,433.466,546.979,23.735,428,541,11,12,14,23
306.228,332.715,1579,546,402645,255.0,0.0,255.0,255.0,255.0,258.676,631.186,20.58446303096216,3.943,0.457,3.955,258.676,631.186,20.199,254,625,11,11,13,19
220.507,282.257,1137,424,289935,255.0,0.0,255.0,255.0,255.0,917.887,855.536,24.852879729531963,3.564,0.493,3.535,917.893,855.535,18.134,913,848,11,11,15,15
179.78,364.073,927,468,236385,255.0,0.0,255.0,255.0,255.0,733.043,862.703,23.930791086015343,3.599,0.943,3.486,733.043,862.703,19.142,724,857,11,15,12,19
257.161,329.393,1326,507,338130,255.0,0.0,255.0,255.0,255.0,878.089,885.915,25.65158507375578,3.861,0.751,3.714,878.089,885.913,18.381,872,879,11,18,13,17
326.785,433.4,1685,651,429675,255.0,0.0,255.0,255.0,255.0,391.355,897.433,24.61309741528808,4.155,0.757,4.131,391.356,897.437,19.077,384,891,11,18,14,17
274.422,336.102,1415,520,360825,255.0,0.0,255.0,255.0,255.0,697.64,892.919,25.775212242644308,3.823,0.477,3.852,697.638,892.914,19.666,692,886,11,12,14,19
328.531,371.645,1694,590,431970,255.0,0.0,255.0,255.0,255.0,574.329,898.998,24.529829871914917,4.155,0.695,4.145,574.328,899.003,17.945,566,891,11,16,16,15
263.173,338.035,1357,505,346035,255.0,0.0,255.0,255.0,255.0,824.668,909.196,24.61578542315765,3.839,0.589,3.866,824.667,909.2,17.169,818,902,11,14,15,17
251.925,312.032,1299,497,331245,255.0,0.0,255.0,255.0,255.0,862.937,912.918,27.312543566590755,3.719,0.613,3.823,862.935,912.918,19.247,858,906,11,10,14,19
351.415,465.972,1812,694,462060,255.0,0.0,255.0,255.0,255.0,215.425,923.687,24.758069619914394,4.186,0.567,4.173,215.427,923.679,20.016,208,916,11,15,15,19
302.155,345.072,1558,530,397290,255.0,0.0,255.0,255.0,255.0,951.035,925.039,27.089391326126236,3.966,0.451,3.924,951.025,925.032,17.671,944,919,11,15,13,17
561.256,639.208,2894,1015,737970,255.0,0.0,255.0,255.0,255.0,717.028,926.71,26.688015050906206,5.054,1.379,5.189,717.032,926.714,19.181,708,917,11,21,19,18
221.865,301.389,1144,444,291720,255.0,0.0,255.0,255.0,255.0,646.955,935.136,24.741016660551537,3.597,0.491,3.557,646.958,935.14,16.821,641,928,11,12,16,16
188.12,255.651,970,382,247350,255.0,0.0,255.0,255.0,255.0,913.516,934.672,26.44682011700311,3.388,0.475,3.45,913.52,934.676,17.048,908,929,11,12,13,15
339.003,402.512,1748,602,445740,255.0,0.0,255.0,255.0,255.0,729.212,950.488,27.53964360080885,4.113,0.459,4.134,729.207,950.475,19.272,723,943,11,14,15,19
59.345,116.943,306,155,78030,255.0,0.0,255.0,255.0,255.0,368.186,951.147,23.280213627212838,2.212,0.271,2.194,368.187,951.147,15.85,365,947,11,7,9,10
319.997,433.608,1650,644,420750,255.0,0.0,255.0,255.0,255.0,158.504,958.621,24.20651307343859,4.095,0.662,4.084,158.505,958.617,18.82,151,954,11,16,13,17
301.185,373.841,1553,557,396015,255.0,0.0,255.0,255.0,255.0,216.813,974.38,23.946769827785655,4.068,0.835,3.974,216.813,974.386,17.759,211,966,11,14,18,14
252.507,335.512,1302,520,332010,255.0,0.0,255.0,255.0,255.0,26.945,996.667,22.590917926348865,3.849,0.857,3.842,26.945,996.674,18.962,21,990,11,13,16,18
6.788,28.146,35,30,8925,255.0,0.0,255.0,255.0,255.0,495.943,1014.229,22.368026145659364,1.013,0.254,0.988,495.943,1014.229,13.371,494,1012,11,4,5,5
4.655,23.316,24,23,6120,255.0,0.0,255.0,255.0,255.0,702.042,135.958,12.12806592037034,0.932,0.327,0.846,702.042,135.958,13.083,700,134,12,5,5,3
241.259,292.9,1244,449,317220,255.0,0.0,255.0,255.0,255.0,354.039,584.029,21.916690483337888,3.645,0.452,3.68,354.039,584.03,21.153,349,578,12,11,13,19
541.086,633.21,2790,971,711450,255.0,0.0,255.0,255.0,255.0,287.1,623.192,21.527097860376426,5.352,1.801,5.622,287.102,623.192,20.969,275,617,12,25,15,19
270.155,322.455,1393,495,355215,255.0,0.0,255.0,255.0,255.0,229.239,630.958,21.527762743486146,3.819,0.519,3.86,229.24,630.96,21.343,223,625,12,13,13,19
304.288,338.91,1569,549,400095,255.0,0.0,255.0,255.0,255.0,198.71,670.107,20.318685033975207,3.959,0.519,3.976,198.711,670.104,20.455,193,664,12,13,14,17
129.55,193.186,668,291,170340,255.0,0.0,255.0,255.0,255.0,247.852,680.82,19.553156972997805,2.917,0.436,2.953,247.852,680.82,19.361,244,676,12,8,11,16
330.664,380.55,1705,576,434775,255.0,0.0,255.0,255.0,255.0,935.911,804.863,25.358199263693727,4.202,0.769,4.129,935.923,804.87,20.185,930,796,12,14,18,17
336.87,400.589,1737,589,442935,255.0,0.0,255.0,255.0,255.0,967.349,827.34,26.399559108757423,4.124,0.486,4.096,967.36,827.333,20.175,961,820,12,14,16,19
367.706,402.173,1896,645,483480,255.0,0.0,255.0,255.0,255.0,880.011,845.627,25.7821609738141,4.257,0.553,4.239,880.012,845.634,20.066,874,839,12,14,16,19
294.591,341.707,1519,544,387345,255.0,0.0,255.0,255.0,255.0,933.684,852.273,26.152549841594276,3.91,0.443,3.932,933.692,852.269,19.339,928,846,12,13,15,17
293.816,460.323,1515,655,386325,255.0,0.0,255.0,255.0,255.0,587.898,864.348,24.841946789210482,3.989,0.711,3.994,587.893,864.349,19.876,583,857,12,12,17,18
248.046,321.319,1279,490,326145,255.0,0.0,255.0,255.0,255.0,826.387,863.209,25.542920166372436,3.81,0.736,3.755,826.382,863.207,19.956,821,856,12,12,16,17
381.476,429.369,1967,670,501585,255.0,0.0,255.0,255.0,255.0,907.325,871.587,26.75829850182473,4.444,0.846,4.375,907.336,871.599,19.59,901,862,12,15,19,17
351.027,470.386,1810,727,461550,255.0,0.0,255.0,255.0,255.0,417.678,900.929,25.44718252974382,4.177,0.879,4.112,417.68,900.937,19.485,412,891,12,15,19,16
4.267,19.132,22,22,5610,255.0,0.0,255.0,255.0,255.0,991.5,898.273,22.323053984761273,0.792,0.247,0.807,991.5,898.273,13.818,991,897,12,2,4,5
280.822,340.604,1448,519,369240,255.0,0.0,255.0,255.0,255.0,800.859,906.689,27.159829977671652,3.858,0.469,3.839,800.862,906.696,20.052,796,901,12,12,15,17
214.495,285.568,1106,435,282030,255.0,0.0,255.0,255.0,255.0,445.479,910.51,26.12032957815139,3.508,0.437,3.514,445.48,910.508,19.485,440,905,12,12,12,16
291.682,336.233,1504,530,383520,255.0,0.0,255.0,255.0,255.0,732.156,912.172,26.224901829587807,3.902,0.427,3.89,732.152,912.173,19.264,727,904,12,12,16,16
85.914,151.164,443,220,112965,255.0,0.0,255.0,255.0,255.0,491.449,915.138,25.281264826543843,2.531,0.386,2.519,491.45,915.139,18.138,488,910,12,8,11,12
20.557,122.111,106,103,27030,255.0,0.0,255.0,255.0,255.0,355.264,928.141,26.395388140543993,2.589,0.979,2.543,355.264,928.142,20.0,351,926,12,9,10,15
263.367,436.383,1358,617,346290,255.0,0.0,255.0,255.0,255.0,284.065,933.37,25.874005704099996,3.863,0.731,3.839,284.066,933.378,20.16,277,928,12,16,12,18
354.324,573.377,1827,873,465885,255.0,0.0,255.0,255.0,255.0,931.61,940.842,30.39697542457643,4.339,0.923,4.374,931.616,940.847,20.681,924,933,12,15,17,18
285.476,409.472,1472,609,375360,255.0,0.0,255.0,255.0,255.0,139.221,936.418,25.207908915641745,4.05,0.823,3.98,139.222,936.426,20.389,132,927,12,14,17,19
311.076,365.909,1604,561,409020,255.0,0.0,255.0,255.0,255.0,199.549,950.201,25.018587940749534,4.033,0.632,3.938,199.549,950.19,19.562,194,942,12,12,18,16
5.042,21.929,26,24,6630,255.0,0.0,255.0,255.0,255.0,425.038,963.538,22.600705010919988,0.851,0.209,0.861,425.038,963.538,14.154,424,962,12,3,4,5
84.363,350.688,435,387,110925,255.0,0.0,255.0,255.0,255.0,379.402,984.685,29.888002924911845,3.497,1.172,3.425,379.403,984.685,21.425,373,979,12,14,18,17
7.176,28.933,37,33,9435,255.0,0.0,255.0,255.0,255.0,237.297,993.811,21.083601055393927,1.013,0.297,0.969,237.297,993.811,14.351,236,992,12,3,4,7
254.058,310.021,1310,505,334050,255.0,0.0,255.0,255.0,255.0,374.475,488.691,22.908237927573204,3.716,0.606,3.756,374.475,488.69,22.552,369,482,13,11,13,21
251.537,315.452,1297,487,330735,255.0,0.0,255.0,255.0,255.0,279.112,594.491,22.859666430930023,3.765,0.597,3.721,279.113,594.493,22.244,274,588,13,12,14,19
271.513,375.939,1400,549,357000,255.0,0.0,255.0,255.0,255.0,202.301,597.713,21.462894427574426,4.107,1.083,4.114,202.302,597.713,21.439,196,587,13,14,19,19
136.144,197.393,702,296,179010,255.0,0.0,255.0,255.0,255.0,344.803,639.658,20.81003684403774,2.964,0.377,2.957,344.804,639.658,20.172,341,635,13,9,10,15
256.386,304.405,1322,480,337110,255.0,0.0,255.0,255.0,255.0,256.019,648.983,22.099111790759448,3.731,0.497,3.79,256.019,648.983,21.789,251,644,13,12,12,19
257.549,305.771,1328,498,338640,255.0,0.0,255.0,255.0,255.0,280.561,658.824,21.67872739673118,3.702,0.43,3.724,280.562,658.828,21.271,275,653,13,12,13,17
