Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
3.879,28.769,20,20,5100,255,0,255,255,255,989.550,179.800,28.300,1.052,0.464,1.069,989.550,179.800,28.300,987,178,26,6,5,5
5.430,31.730,28,28,7140,255,0,255,255,255,83.571,313.500,29.071,1.130,0.431,1.079,83.571,313.500,29.071,81,313,26,6,3,7
34.521,117.074,178,135,45390,255,0,255,255,255,563.292,322.640,30.298,2.045,0.663,1.931,563.292,322.640,30.298,561,317,26,8,11,9
32.775,129.202,169,148,43095,255,0,255,255,255,511.633,362.698,29.811,2.163,0.822,2.136,511.633,362.698,29.811,506,358,26,11,9,8
47.709,98.434,246,133,62730,255,0,255,255,255,647.833,387.236,29.394,2.056,0.268,2.041,647.834,387.236,29.394,644,384,26,8,8,8
10.473,38.253,54,45,13770,255,0,255,255,255,65.648,496.630,28.204,1.152,0.232,1.163,65.648,496.630,28.204,64,495,26,4,5,5
15.515,74.189,80,78,20400,255,0,255,255,255,396.163,507.388,28.850,1.859,0.555,1.966,396.163,507.388,28.850,392,504,26,8,8,7
22.885,62.356,118,80,30090,255,0,255,255,255,739.559,562.525,28.814,1.564,0.258,1.587,739.559,562.526,28.814,737,560,26,6,6,7
26.957,78.046,139,106,35445,255,0,255,255,255,715.309,601.698,29.403,1.641,0.431,1.700,715.310,601.698,29.403,713,599,26,6,7,7
1.939,10.730,10,10,2550,255,0,255,255,255,115.300,705.400,27.200,0.599,0.192,0.581,115.300,705.400,27.200,114,705,26,3,2,3
23.273,85.049,120,92,30600,255,0,255,255,255,232.408,782.817,28.200,1.685,0.561,1.620,232.408,782.817,28.200,226,779,26,11,8,6
96.969,231.548,500,272,127500,255,0,255,255,255,611.778,7.830,32.028,2.704,0.516,2.678,611.779,7.830,32.028,607,2,27,11,12,13
32.000,75.260,165,101,42075,255,0,255,255,255,18.982,17.309,29.861,1.771,0.279,1.739,18.982,17.309,29.861,16,14,27,7,7,7
70.205,139.451,362,187,92310,255,0,255,255,255,200.798,18.696,30.340,2.416,0.461,2.434,200.798,18.696,30.340,196,14,27,11,11,8
67.296,129.967,347,178,88485,255,0,255,255,255,281.153,21.841,30.519,2.407,0.510,2.349,281.153,21.841,30.519,277,17,27,8,12,8
92.314,168.842,476,235,121380,255,0,255,255,255,270.200,35.714,31.004,2.690,0.529,2.661,270.200,35.714,31.004,265,30,27,10,12,10
40.533,143.963,209,166,53295,255,0,255,255,255,898.938,53.450,29.933,3.021,1.013,3.056,898.938,53.450,29.933,895,47,27,10,15,7
8.339,31.107,43,36,10965,255,0,255,255,255,402.256,54.558,29.791,1.036,0.208,1.063,402.256,54.558,29.791,401,53,27,4,4,6
102.981,174.273,531,245,135405,255,0,255,255,255,523.979,66.480,31.443,2.773,0.538,2.720,523.980,66.480,31.443,518,62,27,13,10,9
110.932,177.878,572,252,145860,255,0,255,255,255,540.184,82.175,31.316,2.791,0.377,2.786,540.185,82.175,31.316,535,78,27,11,10,10
24.048,62.203,124,83,31620,255,0,255,255,255,536.194,165.331,29.911,1.593,0.276,1.554,536.194,165.331,29.911,534,162,27,6,7,7
11.636,45.868,60,49,15300,255,0,255,255,255,465.783,245.350,28.817,1.277,0.401,1.277,465.783,245.350,28.817,463,244,27,7,5,5
27.539,192.039,142,142,36210,255,0,255,255,255,162.606,243.930,33.275,3.637,0.774,3.723,162.606,243.930,33.275,157,237,27,11,15,13
2.327,16.018,12,12,3060,255,0,255,255,255,230.750,343.250,28.833,0.775,0.276,0.772,230.750,343.250,28.833,230,342,27,3,4,4
97.939,197.775,505,271,128775,255,0,255,255,255,595.188,6.206,32.115,2.696,0.544,2.686,595.188,6.206,32.115,590,1,28,11,11,10
104.726,199.982,540,287,137700,255,0,255,255,255,582.185,25.843,32.924,2.702,0.492,2.690,582.186,25.843,32.924,577,22,28,11,9,13
2.715,19.591,14,14,3570,255,0,255,255,255,977.429,27.071,30.071,0.817,0.347,0.751,977.429,27.071,30.071,976,25,28,4,5,4
3.685,23.786,19,19,4845,255,0,255,255,255,31.105,48.211,29.632,1.002,0.409,0.903,31.105,48.211,29.632,29,47,28,5,4,4
38.594,86.601,199,117,50745,255,0,255,255,255,452.307,53.151,31.347,1.913,0.308,1.943,452.307,53.151,31.347,449,50,28,8,7,8
18.618,49.288,96,73,24480,255,0,255,255,255,454.417,98.573,30.365,1.468,0.355,1.365,454.417,98.573,30.365,453,96,28,4,7,5
65.163,135.419,336,184,85680,255,0,255,255,255,536.173,121.491,31.185,2.349,0.435,2.321,536.173,121.491,31.185,532,118,28,9,10,8
6.206,25.032,32,27,8160,255,0,255,255,255,429.375,264.188,29.219,0.946,0.177,0.948,429.375,264.188,29.219,428,263,28,4,4,4
1.939,13.221,10,10,2550,255,0,255,255,255,648.200,272.800,28.900,0.869,0.353,0.886,648.200,272.800,28.900,647,272,28,4,3,3
15.903,46.491,82,61,20910,255,0,255,255,255,717.366,390.415,29.659,1.370,0.294,1.349,717.366,390.415,29.659,715,387,28,5,7,5
3.879,20.989,20,20,5100,255,0,255,255,255,882.600,427.950,29.450,0.856,0.297,0.908,882.600,427.950,29.450,881,427,28,5,3,4
2.521,16.171,13,13,3315,255,0,255,255,255,896.231,463.769,29.231,0.712,0.272,0.687,896.231,463.769,29.231,895,463,28,3,3,4
11.248,52.074,58,54,14790,255,0,255,255,255,503.724,766.172,30.190,1.426,0.644,1.331,503.724,766.172,30.190,502,763,28,4,9,5
103.757,178.643,535,247,136425,255,0,255,255,255,413.131,12.933,32.381,2.768,0.506,2.719,413.132,12.933,32.381,408,7,29,12,12,10
3.685,20.519,19,19,4845,255,0,255,255,255,967.632,25.842,29.579,0.813,0.298,0.810,967.632,25.842,29.579,966,24,29,4,5,3
58.763,119.259,303,159,77265,255,0,255,255,255,463.366,35.719,32.442,2.223,0.314,2.254,463.367,35.719,32.442,460,32,29,8,9,9
3.879,20.989,20,19,5100,255,0,255,255,255,412.150,129.050,30.600,0.825,0.274,0.865,412.150,129.050,30.600,411,128,29,4,4,4
32.388,106.050,167,124,42585,255,0,255,255,255,890.653,226.054,32.180,2.060,0.753,2.094,890.653,226.054,32.180,886,222,29,10,9,7
6.012,36.526,31,31,7905,255,0,255,255,255,669.935,233.000,31.032,1.149,0.460,1.246,669.935,233.000,31.032,668,231,29,5,6,5
30.642,156.703,158,154,40290,255,0,255,255,255,364.608,269.443,34.095,2.588,0.959,2.498,364.608,269.443,34.095,360,264,29,11,13,10
1.939,12.904,10,10,2550,255,0,255,255,255,624.300,319.900,30.000,0.639,0.212,0.688,624.300,319.900,30.000,623,319,29,3,3,3
63.418,150.978,327,196,83385,255,0,255,255,255,489.813,9.505,33.523,2.379,0.615,2.315,489.814,9.505,33.523,486,5,30,9,10,9
109.769,190.170,566,258,144330,255,0,255,255,255,547.625,8.938,34.631,2.795,0.434,2.759,547.627,8.938,34.631,543,4,30,10,12,11
94.060,179.266,485,248,123675,255,0,255,255,255,468.111,10.967,34.266,2.697,0.546,2.727,468.112,10.967,34.266,462,6,30,12,11,11
92.314,165.138,476,234,121380,255,0,255,255,255,540.031,33.908,34.095,2.643,0.460,2.669,540.033,33.908,34.095,536,29,30,9,11,11
44.994,96.872,232,139,59160,255,0,255,255,255,479.453,49.784,33.030,2.058,0.438,2.004,479.453,49.784,33.030,477,46,30,7,10,8
7.951,44.317,41,41,10455,255,0,255,255,255,50.098,156.756,32.854,1.251,0.481,1.244,50.098,156.756,32.854,49,154,30,4,7,6
19.588,72.419,101,88,25755,255,0,255,255,255,379.228,172.792,32.475,1.737,0.680,1.672,379.228,172.792,32.475,377,168,30,6,11,5
17.260,68.879,89,78,22695,255,0,255,255,255,154.427,269.820,33.090,1.772,0.655,1.773,154.427,269.820,33.090,151,266,30,8,9,7
89.017,187.373,459,253,117045,255,0,255,255,255,506.773,37.129,35.431,2.747,0.754,2.591,506.774,37.129,35.431,502,31,31,10,16,10
4.267,19.438,22,21,5610,255,0,255,255,255,516.136,97.182,32.000,0.815,0.207,0.743,516.136,97.182,32.000,515,96,31,3,4,4
4.461,22.377,23,23,5865,255,0,255,255,255,949.522,358.870,31.522,0.898,0.330,0.818,949.522,358.870,31.522,948,357,31,4,5,2
1.939,17.722,10,10,2550,255,0,255,255,255,340.100,110.500,33.400,1.130,0.480,1.152,340.100,110.500,33.400,337,109,32,6,4,3
2.715,15.712,14,14,3570,255,0,255,255,255,770.286,353.929,34.071,0.786,0.291,0.818,770.286,353.929,34.071,769,353,32,3,3,5
2.327,17.875,12,12,3060,255,0,255,255,255,68.833,6.500,34.083,0.835,0.324,0.792,68.833,6.500,34.083,67,5,33,5,4,3
2.133,14.302,11,11,2805,255,0,255,255,255,87.000,319.455,34.182,0.811,0.380,0.715,87.000,319.455,34.182,86,318,33,4,3,3
3.297,20.060,17,17,4335,255,0,255,255,255,544.059,375.176,35.471,0.921,0.381,0.922,544.059,375.176,35.471,543,374,33,3,3,6
3.297,22.847,17,17,4335,255,0,255,255,255,57.529,157.412,36.059,1.007,0.469,0.987,57.529,157.412,36.059,56,155,35,5,6,3
3.297,19.285,17,17,4335,255,0,255,255,255,970.353,318.000,41.353,0.812,0.272,0.762,970.353,318.000,41.353,969,317,39,3,3,5
