Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
238.737,306.076,1231,442,313905,255,0,255,255,255,584.585,343.021,29.082,3.707,0.543,3.702,584.585,343.022,29.082,578,338,22,14,13,19
49.648,105.591,256,143,65280,255,0,255,255,255,92.680,344.988,26.031,2.112,0.353,2.134,92.680,344.988,26.031,89,342,22,9,7,9
152.241,218.163,785,309,200175,255,0,255,255,255,627.898,357.414,28.499,3.114,0.341,3.117,627.898,357.414,28.499,622,353,22,12,11,13
133.041,202.440,686,290,174930,255,0,255,255,255,819.480,374.424,26.996,3.009,0.494,2.997,819.481,374.424,26.996,814,370,22,13,11,11
251.925,307.595,1299,464,331245,255,0,255,255,255,760.784,376.533,29.089,3.730,0.467,3.697,760.783,376.533,29.089,754,370,22,13,14,14
48.872,100.925,252,147,64260,255,0,255,255,255,997.067,398.686,25.524,2.083,0.446,2.069,997.068,398.687,25.524,994,395,22,7,9,9
65.163,121.762,336,175,85680,255,0,255,255,255,560.324,429.708,26.780,2.300,0.349,2.305,560.325,429.708,26.780,557,426,22,8,9,10
98.908,159.719,510,228,130050,255,0,255,255,255,613.645,436.829,27.425,2.648,0.227,2.638,613.646,436.829,27.425,609,433,22,10,9,12
3.685,17.263,19,19,4845,255,0,255,255,255,929.474,449.421,23.474,0.738,0.209,0.848,929.474,449.421,23.474,928,448,22,4,3,4
18.036,52.577,93,76,23715,255,0,255,255,255,95.624,452.011,25.753,1.440,0.421,1.375,95.624,452.011,25.753,93,450,22,6,4,8
9.697,35.761,50,40,12750,255,0,255,255,255,134.760,467.540,24.180,1.142,0.241,1.136,134.760,467.540,24.180,133,465,22,5,5,5
219.150,296.865,1130,416,288150,255,0,255,255,255,691.959,470.404,28.674,3.626,0.653,3.524,691.962,470.404,28.674,683,465,22,18,12,15
114.035,173.388,588,258,149940,255,0,255,255,255,716.718,536.088,27.400,2.783,0.260,2.768,716.718,536.089,27.400,712,531,22,10,10,11
47.127,95.801,243,137,61965,255,0,255,255,255,763.918,542.708,26.477,2.013,0.234,2.007,763.919,542.708,26.477,761,540,22,7,7,9
76.218,133.431,393,197,100215,255,0,255,255,255,801.705,583.656,27.003,2.395,0.247,2.396,801.706,583.657,27.003,798,579,22,8,10,10
44.994,95.648,232,130,59160,255,0,255,255,255,856.082,589.487,26.134,1.984,0.232,1.985,856.083,589.487,26.134,853,586,22,7,8,9
40.921,106.377,211,142,53805,255,0,255,255,255,233.882,594.223,27.540,1.984,0.505,1.921,233.882,594.223,27.540,230,592,22,8,7,11
82.036,138.872,423,200,107865,255,0,255,255,255,819.655,597.868,26.735,2.488,0.280,2.469,819.656,597.868,26.735,816,593,22,8,10,10
26.763,81.946,138,101,35190,255,0,255,255,255,680.891,604.435,24.949,1.813,0.596,1.857,680.892,604.435,24.949,677,601,22,9,7,7
93.090,148.214,480,223,122400,255,0,255,255,255,71.596,604.921,27.340,2.580,0.274,2.593,71.596,604.920,27.340,68,600,22,8,10,11
34.133,92.982,176,118,44880,255,0,255,255,255,873.318,608.574,26.023,1.844,0.422,1.785,873.319,608.574,26.023,870,605,22,8,9,8
82.230,134.665,424,203,108120,255,0,255,255,255,739.630,640.139,26.533,2.470,0.253,2.497,739.631,640.139,26.533,736,636,22,8,10,10
67.296,125.334,347,176,88485,255,0,255,255,255,864.749,656.660,26.542,2.329,0.347,2.335,864.750,656.660,26.542,861,652,22,8,11,10
72.145,137.157,372,198,94860,255,0,255,255,255,707.196,714.734,26.263,2.431,0.517,2.429,707.197,714.734,26.263,704,709,22,8,12,9
1.939,13.374,10,10,2550,255,0,255,255,255,161.800,726.700,23.300,0.641,0.213,0.662,161.800,726.700,23.300,161,726,22,3,3,3
74.860,143.679,386,207,98430,255,0,255,255,255,778.220,730.184,26.383,2.406,0.430,2.423,778.221,730.184,26.383,774,726,22,10,9,9
16.485,47.125,85,63,21675,255,0,255,255,255,233.153,764.024,24.400,1.358,0.220,1.374,233.153,764.024,24.400,231,762,22,5,5,6
49.260,100.455,254,138,64770,255,0,255,255,255,605.094,775.630,25.618,2.058,0.230,2.078,605.095,775.630,25.618,602,772,22,7,8,8
81.648,160.462,421,214,107355,255,0,255,255,255,274.221,803.983,25.594,2.566,0.570,2.617,274.222,803.984,25.594,270,799,22,10,11,9
2.909,15.242,15,14,3825,255,0,255,255,255,140.200,810.267,23.467,0.718,0.194,0.744,140.200,810.267,23.467,139,809,22,3,3,4
130.520,206.680,673,298,171615,255,0,255,255,255,159.585,9.037,29.144,2.986,0.544,2.994,159.586,9.037,29.144,156,2,23,9,13,15
137.308,210.231,708,297,180540,255,0,255,255,255,51.647,11.332,28.960,3.028,0.434,2.958,51.647,11.332,28.960,47,6,23,12,11,13
185.986,280.650,959,416,244545,255,0,255,255,255,872.545,22.289,29.023,3.616,0.950,3.433,872.545,22.289,29.023,868,14,23,10,18,12
148.362,220.021,765,318,195075,255,0,255,255,255,845.607,25.082,29.118,3.112,0.479,3.137,845.605,25.082,29.118,841,19,23,10,13,12
117.526,196.693,606,275,154530,255,0,255,255,255,35.535,37.754,28.842,2.858,0.443,2.933,35.535,37.754,28.842,31,33,23,10,11,13
110.738,188.575,571,268,145605,255,0,255,255,255,84.166,42.536,27.233,2.880,0.607,2.905,84.166,42.536,27.233,78,38,23,13,10,9
147.393,217.388,760,323,193800,255,0,255,255,255,826.395,42.425,28.822,3.072,0.372,3.060,826.393,42.425,28.822,821,37,23,11,13,13
121.987,213.815,629,313,160395,255,0,255,255,255,859.501,47.598,27.913,3.004,0.697,2.914,859.501,47.598,27.913,853,43,23,14,10,12
127.029,197.469,655,289,167025,255,0,255,255,255,669.243,53.518,27.342,2.956,0.508,2.893,669.243,53.518,27.342,664,48,23,10,13,10
72.533,134.807,374,198,95370,255,0,255,255,255,734.548,67.845,26.719,2.444,0.487,2.440,734.548,67.845,26.719,731,63,23,9,10,9
52.945,144.455,273,182,69615,255,0,255,255,255,796.707,90.828,27.168,2.369,0.764,2.426,796.708,90.828,27.168,792,86,23,10,10,10
26.182,64.071,135,88,34425,255,0,255,255,255,303.970,90.689,26.407,1.623,0.228,1.618,303.970,90.689,26.407,301,88,23,6,6,8
83.199,151.907,429,202,109395,255,0,255,255,255,385.303,91.543,28.014,2.545,0.419,2.516,385.304,91.543,28.014,381,86,23,10,11,10
162.908,232.313,840,337,214200,255,0,255,255,255,41.119,120.014,29.120,3.201,0.419,3.201,41.119,120.014,29.120,35,115,23,13,11,13
43.054,94.085,222,125,56610,255,0,255,255,255,260.306,125.180,27.045,1.950,0.225,1.959,260.306,125.180,27.045,257,122,23,8,7,9
87.660,177.900,452,242,115260,255,0,255,255,255,646.443,129.024,29.248,2.614,0.519,2.618,646.442,129.024,29.248,643,124,23,9,11,14
37.430,83.356,193,115,49215,255,0,255,255,255,201.415,160.819,26.751,1.854,0.228,1.832,201.415,160.819,26.751,198,158,23,7,7,8
157.477,269.287,812,374,207060,255,0,255,255,255,508.571,186.750,29.084,3.775,1.674,3.152,508.572,186.750,29.084,498,181,23,17,18,16
135.756,205.576,700,283,178500,255,0,255,255,255,574.344,186.174,29.300,2.990,0.330,2.965,574.344,186.174,29.300,570,180,23,11,13,13
79.708,143.690,411,204,104805,255,0,255,255,255,218.684,186.375,28.071,2.489,0.431,2.458,218.684,186.375,28.071,214,183,23,11,8,11
187.150,254.689,965,349,246075,255,0,255,255,255,43.685,189.182,29.672,3.381,0.406,3.353,43.685,189.182,29.672,38,184,23,13,13,14
153.017,218.797,789,339,201195,255,0,255,255,255,460.330,204.436,28.409,3.173,0.602,3.150,460.331,204.436,28.409,456,198,23,9,14,12
71.369,136.392,368,187,93840,255,0,255,255,255,241.701,207.261,28.394,2.430,0.498,2.389,241.701,207.261,28.394,237,204,23,11,8,11
140.605,212.088,725,306,184875,255,0,255,255,255,404.363,213.083,28.394,3.043,0.424,3.055,404.364,213.083,28.394,399,208,23,12,11,13
41.891,92.064,216,126,55080,255,0,255,255,255,341.185,223.593,26.866,1.963,0.333,1.936,341.185,223.593,26.866,339,220,23,6,9,9
177.841,252.373,917,353,233835,255,0,255,255,255,593.408,243.269,28.817,3.314,0.407,3.329,593.409,243.269,28.817,588,237,23,12,13,13
146.811,224.828,757,309,193035,255,0,255,255,255,616.970,245.935,28.330,3.151,0.562,3.175,616.971,245.935,28.330,611,240,23,13,13,11
168.726,235.569,870,351,221850,255,0,255,255,255,646.506,248.449,28.429,3.275,0.511,3.223,646.508,248.450,28.429,641,244,23,13,11,12
229.622,305.082,1184,439,301920,255,0,255,255,255,482.931,259.753,29.440,3.722,0.751,3.828,482.932,259.754,29.440,476,254,23,17,13,14
166.786,231.668,860,343,219300,255,0,255,255,255,554.044,263.728,29.265,3.252,0.499,3.249,554.045,263.728,29.265,548,258,23,13,13,12
206.932,288.113,1067,414,272085,255,0,255,255,255,660.860,270.684,28.832,3.626,0.783,3.510,660.865,270.684,28.832,656,262,23,12,18,13
262.786,332.266,1355,499,345525,255,0,255,255,255,597.327,320.041,29.550,3.829,0.587,3.789,597.329,320.042,29.550,591,312,23,15,16,15
70.787,240.420,365,275,93075,255,0,255,255,255,86.874,327.044,28.584,3.425,1.628,3.090,86.874,327.044,28.584,78,316,23,16,16,12
231.368,307.475,1193,483,304215,255,0,255,255,255,709.026,349.678,31.453,3.642,0.656,3.729,709.032,349.678,31.453,703,342,23,11,16,17
34.521,80.100,178,109,45390,255,0,255,255,255,960.421,354.888,27.084,1.788,0.246,1.803,960.422,354.888,27.084,958,352,23,6,7,9
213.332,292.353,1100,416,280500,255,0,255,255,255,664.868,357.621,29.638,3.486,0.410,3.458,664.869,357.622,29.638,658,353,23,14,12,14
171.635,232.313,885,343,225675,255,0,255,255,255,702.498,414.252,29.301,3.239,0.341,3.286,702.498,414.252,29.301,697,409,23,12,12,13
50.618,99.986,261,143,66555,255,0,255,255,255,592.452,420.755,26.395,2.109,0.331,2.061,592.453,420.755,26.395,590,417,23,7,9,8
203.053,278.028,1047,392,266985,255,0,255,255,255,713.576,434.365,29.968,3.494,0.477,3.421,713.574,434.365,29.968,707,428,23,13,14,14
188.120,255.301,970,385,247350,255,0,255,255,255,722.413,445.737,28.874,3.415,0.619,3.447,722.415,445.737,28.874,716,440,23,14,12,13
58.375,113.676,301,162,76755,255,0,255,255,255,672.894,445.565,28.166,2.202,0.320,2.186,672.894,445.565,28.166,669,443,23,9,7,10
58.375,111.207,301,157,76755,255,0,255,255,255,749.860,462.422,27.917,2.173,0.271,2.191,749.861,462.422,27.917,747,459,23,7,8,11
7.176,29.719,37,35,9435,255,0,255,255,255,554.703,513.081,25.784,1.047,0.349,0.943,554.703,513.081,25.784,554,512,23,3,3,7
212.362,272.434,1095,405,279225,255,0,255,255,255,716.926,570.688,29.452,3.530,0.513,3.449,716.922,570.685,29.452,712,563,23,11,15,14
82.036,143.374,423,203,107865,255,0,255,255,255,751.270,598.941,27.345,2.508,0.367,2.500,751.270,598.941,27.345,746,595,23,11,8,10
71.369,124.723,368,178,93840,255,0,255,255,255,771.557,611.628,27.753,2.351,0.183,2.341,771.558,611.628,27.753,768,608,23,8,8,10
1.939,11.505,10,10,2550,255,0,255,255,255,589.700,612.100,23.600,0.613,0.191,0.681,589.700,612.100,23.600,589,611,23,3,3,2
84.169,153.305,434,217,110670,255,0,255,255,255,824.161,725.977,27.334,2.624,0.651,2.561,824.162,725.978,27.334,820,720,23,8,13,9
43.248,95.484,223,124,56865,255,0,255,255,255,802.058,735.574,26.906,1.985,0.288,1.971,802.059,735.574,26.906,799,732,23,7,8,9
4.848,20.224,25,25,6375,255,0,255,255,255,42.520,743.040,25.320,0.843,0.275,0.790,42.520,743.040,25.320,42,742,23,2,3,6
136.920,246.134,706,320,180030,255,0,255,255,255,238.147,15.038,29.329,3.081,0.567,3.087,238.148,15.038,29.329,232,8,24,13,14,13
65.551,134.818,338,184,86190,255,0,255,255,255,720.343,21.574,28.024,2.352,0.493,2.349,720.344,21.574,28.024,717,17,24,7,11,9
98.714,189.231,509,268,129795,255,0,255,255,255,752.752,22.678,28.841,2.715,0.517,2.694,752.754,22.678,28.841,748,18,24,9,12,10
88.630,159.074,457,217,116535,255,0,255,255,255,739.464,32.055,28.234,2.630,0.479,2.537,739.466,32.055,28.234,736,27,24,9,12,10
118.302,189.045,610,277,155550,255,0,255,255,255,319.457,33.602,28.408,2.911,0.514,2.921,319.458,33.602,28.408,314,28,24,12,12,10
90.957,158.594,469,220,119595,255,0,255,255,255,688.277,36.670,28.983,2.605,0.377,2.593,688.278,36.670,28.983,684,32,24,10,10,11
89.211,172.590,460,233,117300,255,0,255,255,255,21.585,48.011,27.850,2.672,0.608,2.650,21.585,48.011,27.850,16,44,24,11,10,10
151.465,240.070,781,339,199155,255,0,255,255,255,251.131,52.056,29.264,3.318,0.817,3.200,251.131,52.056,29.264,245,45,24,15,15,11
97.745,163.740,504,230,128520,255,0,255,255,255,797.127,48.625,28.504,2.652,0.294,2.647,797.128,48.625,28.504,792,44,24,11,10,11
107.635,179.299,555,260,141525,255,0,255,255,255,650.649,55.362,28.346,2.790,0.491,2.853,650.649,55.362,28.346,646,51,24,11,10,11
17.067,64.224,88,72,22440,255,0,255,255,255,627.000,76.670,26.898,1.551,0.532,1.458,627.000,76.670,26.898,625,74,24,6,8,6
89.211,162.330,460,223,117300,255,0,255,255,255,596.515,80.057,28.526,2.627,0.495,2.595,596.516,80.057,28.526,592,75,24,10,12,10
84.363,177.419,435,232,110925,255,0,255,255,255,9.411,82.623,29.136,2.528,0.479,2.520,9.411,82.623,29.136,5,78,24,10,10,12
91.345,161.839,471,229,120105,255,0,255,255,255,60.805,108.070,28.473,2.653,0.505,2.633,60.805,108.070,28.473,56,103,24,10,12,9
156.314,234.312,806,327,205530,255,0,255,255,255,481.097,105.025,30.007,3.193,0.533,3.183,481.098,105.025,30.007,476,99,24,11,14,12
44.218,92.217,228,132,58140,255,0,255,255,255,129.272,125.118,27.351,1.989,0.323,1.992,129.272,125.118,27.351,126,123,24,8,6,8
100.266,181.451,517,265,131835,255,0,255,255,255,969.886,133.996,28.344,2.816,0.669,2.833,969.886,133.996,28.344,965,130,24,13,9,11
139.441,211.608,719,309,183345,255,0,255,255,255,43.789,140.057,29.166,3.073,0.481,3.075,43.789,140.057,29.166,37,135,24,13,12,11
34.521,81.957,178,105,45390,255,0,255,255,255,523.758,145.607,27.517,1.815,0.291,1.791,523.759,145.607,27.517,520,143,24,8,6,8
204.992,267.441,1057,402,269535,255,0,255,255,255,18.126,168.057,29.967,3.483,0.505,3.435,18.126,168.057,29.967,13,162,24,11,15,13
137.890,208.057,711,302,181305,255,0,255,255,255,604.809,188.632,29.506,3.055,0.499,2.968,604.809,188.632,29.506,601,182,24,9,15,12
28.315,73.555,146,91,37230,255,0,255,255,255,327.603,192.932,27.582,1.708,0.325,1.690,327.603,192.932,27.582,325,190,24,8,6,8
132.266,205.248,682,289,173910,255,0,255,255,255,481.157,196.125,29.170,3.026,0.518,3.012,481.158,196.125,29.170,476,190,24,11,13,11
138.859,207.729,716,298,182580,255,0,255,255,255,558.277,205.071,29.225,3.038,0.392,3.039,558.277,205.072,29.225,553,200,24,11,11,12
96.969,171.650,500,226,127500,255,0,255,255,255,508.348,208.262,29.154,2.724,0.491,2.682,508.349,208.262,29.154,502,204,24,13,10,11
108.605,175.879,560,238,142800,255,0,255,255,255,623.639,215.371,29.661,2.762,0.281,2.761,623.639,215.371,29.661,618,211,24,11,10,12
217.016,285.480,1119,436,285345,255,0,255,255,255,383.619,232.893,29.502,3.626,0.678,3.524,383.620,232.893,29.502,379,224,24,11,17,14
186.568,264.665,962,367,245310,255,0,255,255,255,8.690,232.767,29.769,3.414,0.537,3.426,8.690,232.767,29.769,3,226,24,13,14,15
169.114,239.437,872,352,222360,255,0,255,255,255,570.375,269.702,29.561,3.288,0.592,3.215,570.376,269.702,29.561,566,262,24,10,15,12
34.909,82.886,180,114,45900,255,0,255,255,255,391.100,312.250,27.600,1.869,0.424,1.827,391.100,312.250,27.600,389,308,24,5,9,8
171.053,235.886,882,349,224910,255,0,255,255,255,648.849,329.537,30.238,3.239,0.374,3.235,648.850,329.537,30.238,644,324,24,11,13,13
16.097,45.879,83,61,21165,255,0,255,255,255,888.627,367.976,26.398,1.331,0.208,1.334,888.627,367.976,26.398,887,366,24,5,5,7
23.660,60.804,122,85,31110,255,0,255,255,255,802.713,377.861,27.090,1.593,0.348,1.592,802.714,377.861,27.090,801,375,24,5,7,7
64.775,123.783,334,170,85170,255,0,255,255,255,623.434,399.081,28.102,2.317,0.384,2.263,623.435,399.081,28.102,619,395,24,9,9,9
58.181,113.676,300,159,76500,255,0,255,255,255,751.333,403.290,28.383,2.202,0.310,2.212,751.334,403.290,28.383,748,400,24,8,8,9
225.162,294.057,1161,427,296055,255,0,255,255,255,685.833,411.466,30.854,3.628,0.529,3.528,685.831,411.465,30.854,678,405,24,16,13,15
35.685,78.232,184,111,46920,255,0,255,255,255,765.935,448.772,27.614,1.820,0.294,1.835,765.936,448.772,27.614,764,446,24,5,7,9
26.376,79.619,136,98,34680,255,0,255,255,255,481.713,488.074,27.132,1.781,0.551,1.722,481.713,488.074,27.132,477,486,24,9,6,8
59.539,116.320,307,160,78285,255,0,255,255,255,705.274,580.033,29.029,2.210,0.293,2.173,705.274,580.033,29.029,702,575,24,7,10,10
74.472,145.526,384,199,97920,255,0,255,255,255,94.693,644.234,27.953,2.560,0.661,2.521,94.693,644.234,27.953,89,640,24,12,10,8
100.266,163.915,517,237,131835,255,0,255,255,255,35.056,648.130,29.747,2.636,0.230,2.661,35.056,648.130,29.747,31,644,24,9,9,12
43.442,96.085,224,124,57120,255,0,255,255,255,817.732,654.661,27.688,2.003,0.308,2.015,817.733,654.661,27.688,814,651,24,8,8,8
69.624,134.032,359,181,91545,255,0,255,255,255,784.251,668.677,27.942,2.362,0.384,2.333,784.252,668.677,27.942,780,664,24,9,11,9
139.053,208.985,717,301,182835,255,0,255,255,255,44.900,677.134,29.543,3.054,0.531,3.017,44.900,677.135,29.543,40,671,24,11,13,11
2.909,20.213,15,15,3825,255,0,255,255,255,201.067,693.333,25.333,0.821,0.313,0.772,201.067,693.333,25.333,199,692,24,5,3,4
62.254,122.690,321,162,81855,255,0,255,255,255,792.290,702.729,28.495,2.268,0.279,2.260,792.290,702.729,28.495,788,699,24,9,9,10
2.133,12.598,11,11,2805,255,0,255,255,255,378.455,725.545,25.545,0.638,0.178,0.531,378.455,725.545,25.545,378,725,24,2,2,4
8.145,34.997,42,40,10710,255,0,255,255,255,506.976,828.024,26.738,1.102,0.345,1.064,506.976,828.024,26.738,506,826,24,4,5,6
83.781,157.807,432,219,110160,255,0,255,255,255,352.072,12.988,29.014,2.625,0.605,2.498,352.073,12.988,29.014,348,8,25,9,12,9
26.376,67.491,136,89,34680,255,0,255,255,255,376.125,35.544,28.441,1.647,0.291,1.648,376.125,35.544,28.441,374,32,25,5,8,8
127.805,216.743,659,304,168045,255,0,255,255,255,344.956,52.012,30.068,3.112,0.827,2.968,344.957,52.012,30.068,341,44,25,9,17,13
68.460,138.380,353,172,90015,255,0,255,255,255,180.295,55.935,28.788,2.406,0.448,2.384,180.295,55.935,28.788,175,51,25,10,11,9
99.490,178.938,513,248,130815,255,0,255,255,255,441.466,74.244,29.205,2.794,0.613,2.850,441.467,74.244,29.205,437,69,25,12,11,9
5.818,27.676,30,27,7650,255,0,255,255,255,183.567,73.000,26.833,0.954,0.282,0.923,183.567,73.000,26.833,181,72,25,6,3,4
93.866,166.701,484,239,123420,255,0,255,255,255,502.207,82.134,30.374,2.695,0.573,2.695,502.208,82.134,30.374,498,77,25,10,11,11
23.079,61.110,119,85,30345,255,0,255,255,255,224.235,96.504,27.496,1.596,0.355,1.567,224.235,96.504,27.496,221,94,25,7,6,6
4.461,30.954,23,23,5865,255,0,255,255,255,340.696,100.348,26.652,1.106,0.491,0.999,340.696,100.348,26.652,338,99,25,6,4,5
122.957,198.715,634,275,161670,255,0,255,255,255,14.539,108.828,31.145,2.951,0.499,2.970,14.539,108.828,31.145,9,104,25,12,11,12
5.624,23.327,29,26,7395,255,0,255,255,255,325.862,117.034,26.862,0.910,0.215,0.889,325.862,117.034,26.862,325,116,25,3,4,5
22.303,59.559,115,73,29325,255,0,255,255,255,59.470,124.235,27.774,1.544,0.205,1.556,59.470,124.235,27.774,57,122,25,6,6,7
150.690,232.466,777,335,198135,255,0,255,255,255,18.292,125.726,30.795,3.131,0.510,3.122,18.292,125.726,30.795,14,119,25,10,14,13
14.545,48.829,75,56,19125,255,0,255,255,255,241.693,124.213,28.067,1.328,0.274,1.288,241.693,124.213,28.067,239,122,25,6,5,7
22.303,57.526,115,77,29325,255,0,255,255,255,474.896,129.487,27.122,1.554,0.262,1.602,474.896,129.487,27.122,472,127,25,7,6,5
2.909,16.641,15,15,3825,255,0,255,255,255,709.600,136.267,26.600,0.760,0.249,0.811,709.600,136.267,26.600,709,135,25,2,4,4
31.224,73.402,161,103,41055,255,0,255,255,255,482.286,144.441,28.298,1.757,0.283,1.743,482.286,144.441,28.298,480,142,25,6,7,7
78.351,144.761,404,199,103020,255,0,255,255,255,448.146,162.663,29.265,2.494,0.447,2.443,448.147,162.663,29.265,445,158,25,9,11,9
82.230,141.658,424,203,108120,255,0,255,255,255,554.960,171.462,29.300,2.497,0.322,2.491,554.961,171.462,29.300,550,167,25,10,10,9
12.024,41.825,62,47,15810,255,0,255,255,255,314.387,177.226,27.048,1.260,0.290,1.169,314.387,177.226,27.048,312,175,25,6,5,5
25.406,91.255,131,105,33405,255,0,255,255,255,980.275,179.321,28.534,1.835,0.627,1.776,980.276,179.321,28.534,977,175,25,10,9,7
16.679,46.338,86,65,21930,255,0,255,255,255,473.640,179.512,27.860,1.343,0.225,1.379,473.640,179.512,27.860,471,178,25,6,4,6
26.569,68.267,137,96,34935,255,0,255,255,255,365.577,201.248,27.752,1.694,0.409,1.690,365.577,201.248,27.752,362,199,25,8,5,7
177.841,244.244,917,361,233835,255,0,255,255,255,556.547,223.503,30.058,3.345,0.526,3.439,556.548,223.503,30.058,551,218,25,13,13,11
160.193,246.243,826,352,210630,255,0,255,255,255,492.895,230.735,30.052,3.361,0.815,3.327,492.896,230.735,30.052,485,224,25,15,13,11
33.745,207.980,174,174,44370,255,0,255,255,255,493.598,275.943,33.063,3.563,1.052,3.599,493.598,275.943,33.063,489,268,25,11,14,16
92.314,204.899,476,314,121380,255,0,255,255,255,50.170,305.374,28.630,2.512,0.724,2.612,50.170,305.374,28.630,46,300,25,10,12,8
6.982,34.221,36,36,9180,255,0,255,255,255,91.778,316.306,28.722,1.135,0.466,1.099,91.778,316.306,28.722,89,315,25,5,4,8
4.073,17.886,21,20,5355,255,0,255,255,255,436.381,321.000,26.667,0.770,0.175,0.761,436.381,321.000,26.667,435,320,25,3,3,4
34.521,180.173,178,168,45390,255,0,255,255,255,240.309,347.247,29.702,2.842,1.104,2.720,240.309,347.247,29.702,232,339,25,15,14,9
182.301,262.458,940,375,239700,255,0,255,255,255,645.362,357.988,30.063,3.394,0.595,3.333,645.364,357.988,30.063,638,353,25,15,12,14
237.574,307.759,1225,443,312375,255,0,255,255,255,684.562,384.598,31.264,3.653,0.497,3.591,684.560,384.598,31.264,677,379,25,15,13,16
37.624,87.541,194,115,49470,255,0,255,255,255,451.402,387.454,28.041,1.879,0.282,1.853,451.402,387.454,28.041,448,384,25,7,8,8
2.909,18.039,15,15,3825,255,0,255,255,255,195.000,392.733,26.533,0.816,0.304,0.817,195.000,392.733,26.533,194,392,25,4,3,4
50.618,195.491,261,222,66555,255,0,255,255,255,612.280,393.375,32.146,2.903,1.222,2.852,612.281,393.376,32.146,603,385,25,15,13,16
33.745,149.285,174,159,44370,255,0,255,255,255,51.529,398.931,31.718,2.235,0.752,2.245,51.529,398.931,31.718,46,396,25,11,10,12
20.363,60.334,105,79,26775,255,0,255,255,255,747.371,415.143,27.467,1.564,0.409,1.503,747.372,415.143,27.467,745,413,25,6,7,6
103.563,336.309,534,407,136170,255,0,255,255,255,147.354,454.376,31.618,3.617,1.237,3.528,147.354,454.376,31.618,140,449,25,18,15,14
15.515,52.402,80,58,20400,255,0,255,255,255,787.987,583.612,27.987,1.373,0.304,1.322,787.987,583.612,27.987,786,581,25,5,7,6
43.054,97.014,222,137,56610,255,0,255,255,255,794.896,638.923,27.959,2.085,0.566,2.014,794.897,638.924,27.959,792,634,25,8,10,7
2.133,17.416,11,11,2805,255,0,255,255,255,779.727,858.364,26.909,1.095,0.544,0.978,779.727,858.364,26.909,778,857,25,4,5,5
79.127,148.498,408,209,104040,255,0,255,255,255,693.520,10.958,30.848,2.519,0.489,2.484,693.521,10.958,30.848,689,6,26,10,10,11
100.460,172.404,518,252,132090,255,0,255,255,255,306.990,10.282,30.290,2.754,0.549,2.840,306.991,10.282,30.290,301,6,26,12,11,10
87.272,157.370,450,234,114750,255,0,255,255,255,672.584,14.189,30.580,2.675,0.687,2.553,672.586,14.189,30.580,669,9,26,7,14,10
67.296,131.387,347,187,88485,255,0,255,255,255,655.470,24.697,29.847,2.403,0.546,2.340,655.470,24.697,29.847,652,20,26,8,11,9
104.726,182.074,540,251,137700,255,0,255,255,255,783.724,27.333,30.415,2.823,0.582,2.787,783.724,27.333,30.415,779,21,26,10,13,10
148.944,249.226,768,347,195840,255,0,255,255,255,224.057,39.353,30.232,3.442,1.078,3.224,224.058,39.353,30.232,219,32,26,11,19,10
51.975,109.917,268,146,68340,255,0,255,255,255,626.340,41.097,29.619,2.167,0.400,2.184,626.340,41.097,29.619,623,37,26,8,10,8
90.181,157.982,465,215,118575,255,0,255,255,255,427.538,50.527,30.355,2.602,0.386,2.537,427.539,50.527,30.355,424,46,26,9,11,10
113.648,180.064,586,253,149430,255,0,255,255,255,571.776,51.029,31.346,2.807,0.373,2.810,571.778,51.029,31.346,568,46,26,9,12,12
65.163,125.793,336,173,85680,255,0,255,255,255,596.205,55.467,30.158,2.305,0.358,2.291,596.206,55.467,30.158,592,51,26,9,9,9
11.442,48.195,59,56,15045,255,0,255,255,255,836.576,74.271,28.220,1.499,0.646,1.416,836.576,74.271,28.220,832,73,26,9,5,5
6.982,40.427,36,35,9180,255,0,255,255,255,426.583,88.750,27.167,1.358,0.570,1.324,426.583,88.750,27.167,425,85,26,5,8,4
113.260,190.159,584,272,148920,255,0,255,255,255,544.144,103.255,30.339,2.985,0.788,2.966,544.144,103.255,30.339,540,97,26,10,15,10
27.539,67.021,142,89,36210,255,0,255,255,255,31.268,108.218,28.965,1.676,0.270,1.645,31.268,108.218,28.965,28,106,26,8,6,7
72.727,140.685,375,195,95625,255,0,255,255,255,505.643,114.200,29.725,2.457,0.472,2.447,505.644,114.200,29.725,501,110,26,10,10,8
107.054,185.920,552,267,140760,255,0,255,255,255,570.100,122.203,30.018,2.887,0.701,2.836,570.101,122.203,30.018,565,115,26,10,15,9
15.903,52.413,82,69,20910,255,0,255,255,255,432.061,122.744,29.280,1.462,0.498,1.376,432.061,122.744,29.280,429,121,26,8,5,7
5.236,26.277,27,26,6885,255,0,255,255,255,380.741,123.741,28.333,0.916,0.291,0.896,380.741,123.741,28.333,379,122,26,5,4,5
5.236,25.502,27,25,6885,255,0,255,255,255,455.519,124.815,27.333,0.929,0.291,0.893,455.519,124.815,27.333,454,123,26,4,5,4
2.133,11.975,11,11,2805,255,0,255,255,255,296.455,135.545,27.000,0.613,0.160,0.667,296.455,135.545,27.000,295,135,26,3,2,3
